id,title,budget,revenue,vote_average,vote_count,release_date,runtime,genres,original_language,production_countries,production_companies
150540,Inside Out,175000000,857611174,7.914,21773,2015-06-17,95,"Animation, Family, Adventure, Drama, Comedy",en,['United States of America'],"Pixar, Walt Disney Pictures"
216015,Fifty Shades of Grey,40000000,571000000,5.9,11669,2015-02-11,125,"Drama, Romance, Thriller",en,['United States of America'],"Universal Pictures, Focus Features, Michael De Luca Productions, Trigger Street Productions"
228161,Home,135000000,368871007,6.8,3931,2015-03-18,94,"Fantasy, Comedy, Animation, Science Fiction, Family",en,['United States of America'],"DreamWorks Animation, 20th Century Fox"
214756,Ted 2,68000000,215863606,6.306,7384,2015-06-25,115,"Comedy, Fantasy",en,['United States of America'],"Smart Entertainment, Universal Pictures, Fuzzy Door Productions, Bluegrass Films, MRC"
243688,Poltergeist,35000000,95437994,5.215,2244,2015-05-20,93,Horror,en,['United States of America'],"TSG Entertainment, Ghost House Pictures, Vertigo Entertainment, Metro-Goldwyn-Mayer, Fox 2000 Pictures"
227973,The Peanuts Movie,99000000,246233113,6.9,1609,2015-11-05,88,"Comedy, Animation, Family",en,['United States of America'],"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox, Feigco Entertainment"
227719,Project Almanac,12000000,33200000,6.772,2579,2015-01-28,106,"Science Fiction, Thriller",en,['United States of America'],"Insurge Pictures, Paramount Pictures, MTV Films, Platinum Dunes"
228165,The SpongeBob Movie: Sponge Out of Water,74000000,311594032,6.1,2321,2015-01-28,93,"Family, Adventure, Comedy, Fantasy, Animation",en,"['Australia', 'United States of America']","Paramount Animation, Paramount Pictures, Nickelodeon Movies, United Plankton Pictures, Film Victoria, Rough Draft Studios, Disruption Entertainment"
168259,Furious 7,190000000,1515400000,7.2,10526,2015-04-01,137,"Action, Thriller, Crime",en,['United States of America'],"Original Film, One Race, Universal Pictures"
228205,The Longest Ride,34000000,63013281,7.615,3094,2015-04-09,128,"Drama, Romance",en,['United States of America'],"Fox 2000 Pictures, Temple Hill Entertainment"
99861,Avengers: Age of Ultron,365000000,1405403694,7.273,22829,2015-04-22,141,"Action, Adventure, Science Fiction",en,['United States of America'],Marvel Studios
222936,Aloha,37000000,26250020,5.503,2006,2015-05-29,105,"Drama, Comedy, Romance",en,['United States of America'],"Vinyl Films, Scott Rudin Productions"
150689,Cinderella,95000000,543514353,6.8,7022,2015-03-06,105,"Romance, Fantasy, Family, Drama",en,"['United Kingdom', 'United States of America']","Walt Disney Pictures, Genre Films, Beagle Pug Films, Allison Shearmur Productions"
263472,Knock Knock,10000000,6341684,5.359,3141,2015-06-26,99,"Horror, Thriller",en,"['Chile', 'Germany', 'United States of America']","Sobras International Pictures, UFA, Black Bear Pictures, Camp Grey, Elevated Films, Movie Trailer House, Dragonfly Entertainment, Voltage Pictures"
262500,Insurgent,110000000,297002527,6.36,9908,2015-03-18,119,"Action, Adventure, Science Fiction, Thriller",en,"['Canada', 'United States of America']","Summit Entertainment, Red Wagon Entertainment, Mandeville Films, NeoReel, Lionsgate"
249070,Hitman: Agent 47,35000000,81967450,5.846,2996,2015-08-20,96,"Action, Crime, Thriller",en,"['United Kingdom', 'United States of America']","Daybreak Productions, Prime Universe Productions, Giant Pictures, TSG Entertainment, Dayday Films, Ingenious Media, Fox International Productions"
105864,The Good Dinosaur,175000000,332207671,6.734,5482,2015-11-14,93,"Adventure, Animation, Family",en,['United States of America'],"Pixar, Walt Disney Pictures"
76341,Mad Max: Fury Road,150000000,378858340,7.614,22451,2015-05-13,121,"Action, Adventure, Science Fiction",en,"['Australia', 'United States of America']","Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, RatPac Entertainment"
241554,Run All Night,50000000,71561644,6.409,2763,2015-03-11,114,"Action, Crime, Thriller",en,['United States of America'],"RatPac Entertainment, Vertigo Entertainment, Energy Entertainment"
230179,Big Game,8500000,7500000,5.5,1126,2015-03-19,90,"Action, Adventure, Thriller",en,"['Finland', 'Germany', 'United Kingdom']","Bavaria Film Partners, Subzero Film Entertainment, Altitude Film Entertainment, VisionPlus Fund I, Ketchup Entertainment, Waterstone Entertainment, Head Gear Films, Metrol Technology, Film House Germany, Egoli Tossell Film"
238615,Self/less,26000000,31807156,6.4,3060,2015-07-10,117,"Science Fiction, Mystery, Thriller, Action",en,['United States of America'],"Ram Bergman Productions, Endgame Entertainment"
294254,Maze Runner: The Scorch Trials,61000000,312296056,6.732,10261,2015-09-09,131,"Science Fiction, Action, Thriller, Adventure",en,['United States of America'],"Temple Hill Entertainment, The Gotham Group, TSG Entertainment, 20th Century Fox"
228203,"McFarland, USA",0,45710059,7.443,810,2015-02-20,128,"Drama, Family",en,['United States of America'],"Mayhem Pictures, Walt Disney Pictures"
325358,Superfast!,20000000,0,5.05,438,2015-03-05,99,"Comedy, Action",en,['United States of America'],"The Safran Company, 3 in the Box"
177677,Mission: Impossible - Rogue Nation,150000000,682716636,7.2,8728,2015-07-23,131,"Action, Adventure",en,['United States of America'],"Paramount Pictures, Bad Robot, Odin, Skydance Media"
135397,Jurassic World,150000000,1671537444,6.7,20224,2015-06-06,124,"Action, Adventure, Science Fiction, Thriller",en,['United States of America'],"Amblin Entertainment, Universal Pictures"
273477,Scouts Guide to the Zombie Apocalypse,15000000,14900000,6.53,1891,2015-10-23,93,"Comedy, Horror",en,['United States of America'],"Broken Road Productions, Brucks Entertainment, Oops Doughnuts Productions"
87101,Terminator Genisys,155000000,440603537,5.937,8328,2015-06-23,126,"Science Fiction, Action, Thriller, Adventure",en,"['Canada', 'United States of America']","Paramount Pictures, Skydance Media, Annapurna Pictures"
254128,San Andreas,110000000,473990832,6.244,8451,2015-05-27,114,"Action, Drama, Thriller",en,"['Canada', 'United States of America', 'Australia']","New Line Cinema, Village Roadshow Pictures, Flynn Picture Company, Warner Bros. Pictures"
257211,The Intern,35000000,194564672,7.2,6620,2015-09-23,121,Comedy,en,['United States of America'],"Warner Bros. Pictures, RatPac Entertainment, Waverly Films"
257088,Point Break,105000000,133782481,5.944,2245,2015-12-03,114,"Action, Adventure, Crime, Thriller",en,"['Austria', 'Canada', 'China', 'Germany', 'Italy', 'United States of America']","Studio Babelsberg, Alcon Entertainment, DMG Entertainment, Taylor-Baldecchi-Wimmer, Warner Bros. Pictures, Summit Entertainment, Cine Tirol, Eagle Pictures"
140607,Star Wars: The Force Awakens,245000000,2068223624,7.3,19224,2015-12-15,136,"Adventure, Action, Science Fiction",en,['United States of America'],"Lucasfilm Ltd., Bad Robot"
265208,Wild Card,30000000,6738764,5.7,1755,2015-01-14,92,"Thriller, Crime, Action",en,['United States of America'],"SJ Pictures, SJ Heat Productions, Current Entertainment, Lionsgate, Sierra/Affinity, Silver State Production Services, Cinema Seven Productions"
198184,Chappie,49000000,104399548,6.8,7827,2015-03-04,120,"Crime, Action, Science Fiction",en,['United States of America'],"Columbia Pictures, MRC, LStar Capital, Genre Films"
257344,Pixels,88000000,244900000,5.7,7427,2015-07-16,105,"Action, Comedy, Science Fiction",en,"['China', 'France', 'India', 'United States of America']","Columbia Pictures, Happy Madison Productions, 1492 Pictures, LStar Capital, China Film Group Corporation, Film Croppers Entertainment, Prime Focus"
318256,Hot Girls Wanted,0,0,6.042,643,2015-05-29,84,Documentary,en,['United States of America'],Two to Tangle Productions
131634,The Hunger Games: Mockingjay - Part 2,160000000,653428261,6.897,12399,2015-11-18,137,"Action, Adventure, Science Fiction",en,"['Germany', 'United States of America']","Lionsgate, Color Force, Studio Babelsberg"
211672,Minions,74000000,1159457503,6.4,10459,2015-06-17,91,"Family, Animation, Adventure, Comedy",en,['United States of America'],"Illumination, Universal Pictures"
273481,Sicario,30000000,84997446,7.401,8468,2015-09-17,122,"Action, Crime, Thriller",en,"['Mexico', 'United States of America']","Thunder Road, Black Label Media, Lionsgate, Redrum"
293863,The Age of Adaline,25000000,65663276,7.479,6561,2015-04-16,112,"Romance, Fantasy, Drama",en,['United States of America'],"Lakeshore Entertainment, Sidney Kimmel Entertainment, Lionsgate"
228066,Victor Frankenstein,40000000,34200000,5.95,2093,2015-11-10,109,"Drama, Science Fiction, Thriller",en,"['United Kingdom', 'United States of America']","Davis Entertainment, Moving Picture Company, TSG Entertainment, 20th Century Fox"
203801,The Man from U.N.C.L.E.,75000000,108100000,7.1,6270,2015-08-13,116,"Comedy, Action, Adventure",en,['United States of America'],"Wigram Productions, Davis Entertainment, RatPac Entertainment, Warner Bros. Pictures"
277217,Descendants,0,0,7.139,2325,2015-07-31,112,"Family, Adventure, Fantasy, TV Movie",en,['United States of America'],"Bad Angels Productions, Ltd., 5678 Productions"
159824,Hotel Transylvania 2,80000000,473200000,6.776,5685,2015-09-21,89,"Animation, Comedy, Family, Fantasy",en,['United States of America'],"Columbia Pictures, Sony Pictures Animation"
312221,Creed,37000000,173600000,7.4,7362,2015-11-25,133,"Action, Drama",en,['United States of America'],"Metro-Goldwyn-Mayer, New Line Cinema, Chartoff-Winkler Productions"
210860,Mortdecai,60000000,47318560,5.516,2609,2015-01-21,107,"Comedy, Adventure",en,['United States of America'],"Lionsgate, Mad Chance, Infinitum Nihil, OddLot Entertainment, Huayi Brothers Pictures"
274854,The Last Witch Hunter,90000000,146936910,5.972,3553,2015-10-21,106,"Fantasy, Action, Adventure, Horror",en,"['Canada', 'Hong Kong', 'United States of America']","NeoReel, Summit Entertainment, Atmosphere Entertainment MM, Goldmann Pictures, Aperture Entertainment, TIK Films, One Race, Lionsgate"
286217,The Martian,108000000,631058917,7.687,19570,2015-09-30,141,"Drama, Adventure, Science Fiction",en,['United States of America'],"Genre Films, TSG Entertainment, 20th Century Fox, Scott Free Productions"
