id,title,budget,revenue,vote_average,vote_count,release_date,runtime,genres,original_language,production_countries,production_companies
228150,Fury,68000000,211817906,7.538,11836,10/15/2014,135,"War, Drama, Action",en,['United States of America'],"Columbia Pictures, QED International, LStar Capital, Le Grisbi Productions, Crave Films"
210577,Gone Girl,61000000,370890259,7.893,18455,10/1/2014,149,"Mystery, Thriller, Drama",en,['United States of America'],"20th Century Fox, Regency Enterprises"
198663,The Maze Runner,34000000,348319861,7.188,16861,9/10/2014,113,"Action, Mystery, Science Fiction, Thriller",en,"['United States of America', 'United Kingdom']","Ingenious Media, The Gotham Group, Dayday Films, Temple Hill Entertainment, TSG Entertainment, 20th Century Fox"
157336,Interstellar,165000000,701729206,8.44,35334,11/5/2014,169,"Adventure, Drama, Science Fiction",en,"['United Kingdom', 'United States of America']","Legendary Pictures, Syncopy, Lynda Obst Productions"
122917,The Hobbit: The Battle of the Five Armies,250000000,956019788,7.324,14133,12/10/2014,144,"Action, Adventure, Fantasy",en,"['New Zealand', 'United States of America']","Warner Bros. Pictures, New Line Cinema, Metro-Goldwyn-Mayer, WingNut Films, The Saul Zaentz Company"
232672,Blended,40000000,128000000,6.9,3468,5/21/2014,117,"Comedy, Romance",en,['United States of America'],"GulfStream Pictures, Happy Madison Productions, RatPac Entertainment"
177572,Big Hero 6,165000000,657827828,7.734,15487,10/24/2014,102,"Adventure, Family, Animation, Action, Comedy",en,['United States of America'],"Walt Disney Pictures, Walt Disney Animation Studios"
228326,The Book of Life,50000000,97437106,7.5,2643,10/1/2014,95,"Animation, Adventure, Comedy, Family, Fantasy",en,['United States of America'],"Reel FX Creative Studios, 20th Century Fox Animation, Chatrone"
225886,Sex Tape,40000000,126069509,5.402,4004,7/17/2014,94,Comedy,en,['United States of America'],"Escape Artists, LStar Capital, MRC, Columbia Pictures"
222935,The Fault in Our Stars,14000000,307166834,7.597,11056,5/16/2014,133,"Romance, Drama",en,['United States of America'],"TSG Entertainment, Fox 2000 Pictures, Temple Hill Entertainment"
216282,Into the Storm,50000000,160600000,6.1,2003,8/6/2014,89,"Action, Thriller",en,['United States of America'],"New Line Cinema, Village Roadshow Pictures, RatPac Entertainment, Broken Road Productions, Warner Bros. Pictures"
91314,Transformers: Age of Extinction,210000000,1104054072,5.938,8051,6/25/2014,165,"Science Fiction, Action, Adventure",en,['United States of America'],"di Bonaventura Pictures, DeSanto/Murphy Productions, Ian Bryce Productions, Paramount Pictures"
205596,The Imitation Game,14000000,233600000,8,16871,11/14/2014,113,"History, Drama, Thriller, War",en,['United States of America'],"Bristol Automotive, Black Bear Pictures, FilmNation Entertainment"
244786,Whiplash,3300000,50307484,8.4,14967,10/10/2014,107,"Drama, Music",en,['United States of America'],"Bold Films, Blumhouse Productions, Right of Way Films"
227159,Horrible Bosses 2,42000000,107645357,6.189,4084,11/12/2014,108,Comedy,en,['United States of America'],"New Line Cinema, BenderSpink, RatPac Entertainment"
242582,Nightcrawler,8500000,50300000,7.706,10663,10/23/2014,118,"Crime, Drama, Thriller",en,['United States of America'],"Sierra/Affinity, Bold Films"
228967,The Interview,44000000,12342632,6.2,5704,12/25/2014,113,"Action, Comedy",en,['United States of America'],"Point Grey Pictures, Columbia Pictures"
212778,Chef,11000000,45967935,7.122,3233,5/8/2014,114,Comedy,en,['United States of America'],"Altus Media, Fairview Entertainment, Prescience"
119450,Dawn of the Planet of the Apes,170000000,710644566,7.328,11295,7/8/2014,130,"Science Fiction, Action, Drama, Thriller",en,"['United Kingdom', 'United States of America']","TSG Entertainment, Chernin Entertainment, Ingenious Media, 20th Century Fox"
184345,A Haunted House 2,4000000,25343661,6.1,1424,4/17/2014,87,"Comedy, Horror",en,['United States of America'],"Automatik Entertainment, IM Global Octane, Wayans Bros. Entertainment, Endgame Entertainment"
218043,Left Behind,16000000,19682924,4.237,1281,10/3/2014,110,"Thriller, Action, Science Fiction",en,"['Canada', 'United States of America']",Stoney Lake Entertainment
218836,Planes: Fire & Rescue,50000000,151165787,6.188,840,7/17/2014,83,"Animation, Comedy, Adventure, Family",en,['United States of America'],"Disney Television Animation, Prana Animation Studios, DisneyToon Studios, Walt Disney Pictures, Prana Studios"
102382,The Amazing Spider-Man 2,200000000,708962323,6.51,13105,4/16/2014,141,"Action, Adventure, Science Fiction",en,['United States of America'],"Columbia Pictures, Matt Tolmach Productions, Arad Productions, Marvel Entertainment"
196867,Annie,65000000,136853506,6.2,1265,12/18/2014,118,"Comedy, Drama, Family",en,['United States of America'],"Marcy Media, Columbia Pictures, Olive Bridge Entertainment, Overbrook Entertainment"
238636,The Purge: Anarchy,9000000,111928365,6.642,6338,7/17/2014,104,"Horror, Thriller",en,"['France', 'United States of America']","Why Not Productions, Platinum Dunes, Blumhouse Productions, 5150 Action"
184315,Hercules,100000000,244819862,5.776,4021,7/23/2014,98,"Action, Adventure",en,"['Hungary', 'United States of America']","Paramount Pictures, Radical Studios, Flynn Picture Company, Metro-Goldwyn-Mayer, RatPac Entertainment, Mid Atlantic Films"
131631,The Hunger Games: Mockingjay - Part 1,125000000,755356711,6.8,15673,11/19/2014,123,"Science Fiction, Adventure, Thriller",en,['United States of America'],"Lionsgate, Color Force"
156022,The Equalizer,55000000,192330738,7.278,8926,9/24/2014,132,"Thriller, Action, Crime",en,['United States of America'],"Lonetree Entertainment, Columbia Pictures, Village Roadshow Pictures, Escape Artists, LStar Capital, Mace Neufeld Productions"
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,100654149,6.2,1313,10/8/2014,81,"Family, Comedy",en,['United States of America'],"Walt Disney Pictures, 21 Laps Entertainment, The Jim Henson Company"
98566,Teenage Mutant Ninja Turtles,125000000,485000000,5.92,6722,8/7/2014,101,"Science Fiction, Action, Adventure, Comedy",en,['United States of America'],"Nickelodeon Movies, Paramount Pictures, Platinum Dunes, Mirage Studios, Gama Entertainment Partners, Mednick Productions, Heavy Metal"
260346,Taken 3,48000000,325800000,6.3,5676,12/16/2014,109,"Thriller, Action",en,"['France', 'Spain', 'United States of America']","EuropaCorp, 20th Century Fox, M6 Films, TSG Entertainment, M6, Canal+, Cinï¿½ï¿½+, Meï¿½ï¿½ak"
227156,The Giver,25000000,66980456,6.6,4377,8/13/2014,97,"Drama, Science Fiction",en,['United States of America'],"The Weinstein Company, Asis Productions, Tonik Productions, Walden Media, Yucaipa Films"
217993,Justice League: War,3500000,5155325,7.4,1065,1/21/2014,79,"Animation, Action",en,['United States of America'],"DC Entertainment, Warner Bros. Animation"
82702,How to Train Your Dragon 2,145000000,621537519,7.675,9469,6/5/2014,102,"Fantasy, Action, Adventure, Animation, Comedy, Family",en,['United States of America'],DreamWorks Animation
102651,Maleficent,180000000,758539785,7.094,13001,5/28/2014,97,"Fantasy, Adventure, Action, Family, Romance",en,['United States of America'],"Walt Disney Pictures, Roth Films"
205587,The Judge,40000000,84419388,7.324,4033,10/8/2014,141,Drama,en,['United States of America'],"Village Roadshow Pictures, Big Kid Pictures, Team Downey, Warner Bros. Pictures"
127585,X-Men: Days of Future Past,250000000,747862775,7.532,15175,5/15/2014,132,"Action, Adventure, Science Fiction",en,['United States of America'],"Bad Hat Harry Productions, The Donners' Company, 20th Century Fox, Marvel Entertainment, TSG Entertainment, Genre Films"
227306,Unbroken,65000000,163400000,7.438,4057,12/25/2014,137,"Drama, War",en,['United States of America'],"Legendary Pictures, Jolie Pas, 3 Arts Entertainment"
270946,Penguins of Madagascar,132000000,373552094,6.53,4102,11/22/2014,92,"Family, Animation, Adventure, Comedy",en,['United States of America'],"DreamWorks Animation, Pacific Data Images"
190859,American Sniper,58800000,542300000,7.429,12729,12/25/2014,133,"War, Action",en,['United States of America'],"Warner Bros. Pictures, Village Roadshow Pictures, RatPac Entertainment, Mad Chance, 22nd & Indiana Pictures, Malpaso Productions"
227348,Paranormal Activity: The Marked Ones,5000000,90894962,5.4,1412,1/1/2014,84,"Horror, Thriller",en,['United States of America'],"Blumhouse Productions, Solana Films, Room 101"
236751,Heaven Is for Real,12000000,101300000,6.7,780,4/16/2014,99,Drama,en,"['Canada', 'United States of America']","TriStar Pictures, Screen Gems, Roth Films"
256274,"As Above, So Below",5000000,41900000,6.704,3398,8/14/2014,93,"Horror, Thriller",en,['United States of America'],"Brothers Dowdle Productions, Legendary Pictures, Universal Pictures"
235271,Addicted,0,17534314,5.89,401,10/10/2014,105,"Drama, Thriller",en,['United States of America'],"Lionsgate, Codeblack Films"
189,Sin City: A Dame to Kill For,65000000,39400000,6.4,3772,8/20/2014,102,"Crime, Action, Thriller",en,['United States of America'],"Residaco, Miramax, Troublemaker Studios, Aldamisa Entertainment, Demarest Films, Solipsist Film, AR Films"
181533,Night at the Museum: Secret of the Tomb,127000000,363204635,6.221,5789,12/17/2014,98,"Adventure, Comedy, Fantasy, Family",en,"['United Kingdom', 'United States of America']","Moving Picture Company, 21 Laps Entertainment, 1492 Pictures, TSG Entertainment, 20th Century Fox"
225574,Non-Stop,50000000,222800000,6.81,5280,2/26/2014,106,"Action, Thriller, Mystery",en,"['France', 'United Kingdom', 'United States of America']","StudioCanal, Silver Pictures, LOVEFiLM International, Anton Capital Entertainment, TF1 Films Production"
226486,Tammy,20000000,100500000,5.3,1195,7/2/2014,97,Comedy,en,['United States of America'],"Gary Sanchez Productions, New Line Cinema, On the Day"
226857,Endless Love,20000000,34100000,6.901,1674,2/12/2014,103,"Drama, Romance",en,['United States of America'],"Bluegrass Films, Fake Empire Productions"
147441,Exodus: Gods and Kings,140000000,268031828,5.9,4496,12/3/2014,150,"Adventure, Drama, Action",en,"['Spain', 'United States of America']","20th Century Fox, TSG Entertainment, Chernin Entertainment, Babieka Films, Volcano Films, Scott Free Productions"
245891,John Wick,20000000,88761661,7.437,19019,10/22/2014,101,"Action, Thriller",en,['United States of America'],"87Eleven, DefyNite Films, MJW Films, Thunder Road"
194662,Birdman or (The Unexpected Virtue of Ignorance),18000000,103215094,7.5,12692,10/17/2014,120,"Drama, Comedy",en,['United States of America'],"TSG Entertainment, Worldview Entertainment, New Regency Pictures, M Productions, Le Grisbi Productions"
242512,Ouija,5000000,103600000,5.145,2623,10/24/2014,89,Horror,en,"['Japan', 'United States of America']","White Noise Factory, Universal Pictures, Platinum Dunes, MRC, Blumhouse Productions, 5150 Action, Hasbro Studios, dentsu, Fuji Television Network"
210479,Locke,2000000,4635300,6.9,2632,4/10/2014,85,"Drama, Thriller",en,"['United Kingdom', 'United States of America']","IM Global, Shoebox Films"
124905,Godzilla,160000000,524978362,6.339,9035,5/14/2014,123,"Action, Drama, Science Fiction",en,['United States of America'],Legendary Pictures
297270,Tinker Bell and the Legend of the NeverBeast,0,0,7.317,1063,12/12/2014,77,"Adventure, Animation, Family",en,['United States of America'],DisneyToon Studios
250546,Annabelle,6500000,257589952,5.771,6036,10/2/2014,99,Horror,en,['United States of America'],"Atomic Monster, New Line Cinema, The Safran Company, RatPac Entertainment"
207933,Stonehearst Asylum,0,2478806,6.843,1397,10/23/2014,112,"Thriller, Mystery, Horror",en,['United States of America'],"Icon Productions, Sobini Films"
228194,The Hundred-Foot Journey,22000000,89500000,7.3,1409,8/6/2014,122,"Drama, Comedy",en,"['India', 'United States of America', 'United Arab Emirates']","Amblin Entertainment, Harpo Films, Participant, Image Nation Abu Dhabi, Reliance Entertainment, Touchstone Pictures, DreamWorks Pictures"
138103,The Expendables 3,95000000,214657577,6.218,4925,8/7/2014,126,"Action, Adventure, Thriller",en,"['Bulgaria', 'France', 'United States of America']","Davis Films, Nu Image, Ex3 Productions, Fipex Holding, Lionsgate, Millennium Media"
136797,Need for Speed,66000000,203277636,6.418,4306,3/12/2014,132,"Action, Crime, Drama, Thriller",en,"['India', 'United States of America']","DreamWorks Pictures, Reliance Entertainment, Electronic Arts, Bandito Brothers, Mark Sourian Productions, John Gatins Productions, Touchstone Pictures"
137113,Edge of Tomorrow,178000000,370541256,7.623,13698,5/27/2014,114,"Action, Science Fiction",en,['United States of America'],"RatPac Entertainment, Village Roadshow Pictures, VIZ Media, 3 Arts Entertainment, Warner Bros. Pictures"
280002,The Remaining,0,1169603,6.097,434,8/25/2014,88,"Thriller, Horror",en,['United States of America'],"Sunrise Pictures, Affirm Films, Cinematic, Baron Films, Triumph Films"
157350,Divergent,85000000,288885818,6.9,12688,3/14/2014,139,"Action, Adventure, Science Fiction",en,['United States of America'],"Summit Entertainment, Red Wagon Entertainment"
100042,Dumb and Dumber To,40000000,169837010,5.6,3132,11/12/2014,110,Comedy,en,['United States of America'],"New Line Cinema, Universal Pictures, Conundrum Entertainment, Red Granite Pictures"
228970,Wild,15000000,52501541,7,2441,12/5/2014,115,Drama,en,['United States of America'],"bob industries, Fox Searchlight Pictures, Pacific Standard"
224141,Into the Woods,50000000,212902372,5.751,4205,12/24/2014,125,"Fantasy, Comedy",en,['United States of America'],"Walt Disney Pictures, Marc Platt Productions, Lucamar Productions"
175112,Tinker Bell and the Pirate Fairy,0,63998725,6.943,984,2/13/2014,78,"Animation, Family",en,['United States of America'],DisneyToon Studios
