title,budget,revenue,vote_average,vote_count,release_date,runtime,genres,original_language
Evil Dead Rise,15000000,146700000,7.0,3010,2023-04-12,96,"Horror, Thriller",en
The Deep Dark,0,0,5.7,75,2023-11-15,103,"Adventure, Horror, Drama",fr
Freddy's Fridays,0,0,4.75,12,2023-10-13,77,Horror,en
Alice in Terrorland,0,0,5.965,156,2023-12-26,77,"Horror, Thriller",en
The Super Mario Bros. Movie,100000000,1362000000,7.653,8967,2023-04-05,93,"Animation, Family, Adventure, Fantasy, Comedy",en
3 Days in Malay,0,0,5.2,27,2023-08-11,99,"Action, Adventure, War",en
Meg 2: The Trench,129000000,384056482,6.494,3341,2023-08-02,116,"Action, Science Fiction, Horror",en
Wish,175000000,254997360,6.366,1406,2023-11-13,95,"Animation, Family, Fantasy, Adventure",en
Spider-Man: Across the Spider-Verse,100000000,690897910,8.358,6825,2023-05-31,140,"Animation, Action, Adventure, Science Fiction",en
The Smoke Master,120000,0,7.414,70,2023-05-18,104,"Action, Comedy, Fantasy",pt
Guy Ritchie's The Covenant,55000000,20000000,7.762,2427,2023-04-19,123,"War, Action, Thriller",en
Gran Turismo,60000000,121700000,7.821,2615,2023-08-09,135,"Adventure, Action, Drama",en
SPY x FAMILY CODE: White,5000000,59256423,7.018,423,2023-12-22,110,"Animation, Comedy, Adventure, Action",ja
Underground Monster,0,0,4.667,12,2023-04-27,90,"Fantasy, Adventure",zh
Wonka,125000000,632302312,7.134,3384,2023-12-06,117,"Comedy, Family, Fantasy",en
The Little Mermaid,297000000,569626289,6.35,2874,2023-05-18,135,"Adventure, Family, Fantasy, Romance",en
Godzilla Minus One,15000000,115857413,7.577,2190,2023-11-03,124,"Science Fiction, Horror, Action",ja
Ghosted,40000000,0,6.966,1741,2023-04-18,117,"Action, Comedy, Romance",en
Creation of the Gods I: Kingdom of Storms,85000000,369081777,7.105,354,2023-07-15,148,"Action, Fantasy, War",zh
Mission: Impossible - Dead Reckoning Part One,291000000,567535383,7.549,3698,2023-07-08,164,"Action, Adventure",en
Five Nights at Freddy's,20000000,294803785,7.565,3955,2023-10-25,110,"Horror, Mystery",en
Purpose of Tutoring,0,0,5.5,2,2023-12-07,71,"Romance, Drama",ko
Guardians of the Galaxy Vol. 3,250000000,845600000,7.969,6709,2023-05-03,150,"Science Fiction, Adventure, Action",en
Indiana Jones and the Dial of Destiny,294700000,383900000,6.583,3288,2023-06-25,155,"Adventure, Action",en
Leo,0,0,7.469,1129,2023-11-17,102,"Animation, Comedy, Family",en
Aquaman and the Lost Kingdom,205000000,434381226,6.684,2722,2023-12-20,124,"Action, Adventure, Fantasy",en
Cursed,400000,0,6.143,14,2023-10-20,60,"Horror, Action, Drama",es
The Roundup: No Way Out,0,83410298,7.208,411,2023-05-31,105,"Action, Crime, Comedy, Thriller",ko
"Miraculous: Ladybug & Cat Noir, The Movie",86000000,40208268,7.661,846,2023-07-05,107,"Animation, Fantasy, Action, Romance, Family",fr
Big Sur Gay Porn,0,0,8.5,2,2023-06-16,12,Documentary,en
Johnny & Clyde,0,0,4.932,37,2023-03-23,100,"Action, Thriller, Crime",en
Monolith,0,12480,5.885,96,2023-10-26,94,"Horror, Mystery, Science Fiction, Thriller",en
Teenage Mutant Ninja Turtles: Mutant Mayhem,75000000,180513586,7.253,1273,2023-07-31,100,"Animation, Comedy, Action, Science Fiction",en
Vikings: Battle of Heirs,0,0,6.134,41,2023-04-28,82,Action,en
Insidious: The Red Door,16000000,189086877,6.6,1657,2023-07-05,107,"Horror, Thriller",en
TOGEFILM - Mei Mei,0,0,10.0,1,2023-04-06,0,"Drama, Romance",id
MR-9: Do or Die,6700000,7100000,6.5,148,2023-08-25,107,"Action, Drama, Thriller",bn
Ape vs Mecha Ape,0,0,5.812,271,2023-03-24,80,"Action, Science Fiction",en
Skal: Fight for Survival,0,0,5.411,79,2023-11-24,77,"Action, Horror, Comedy, Thriller",en
Consent,3700000,4686249,6.873,154,2023-10-11,119,"History, Drama",fr
Carl's Date,0,0,7.5,399,2023-06-15,9,"Animation, Adventure, Family, Comedy",en
Je ne suis pas un héros,0,460904,6.1,44,2023-11-22,101,Comedy,fr
Teen Wolf: The Movie,0,0,7.53,817,2023-01-18,140,"Action, Fantasy, TV Movie",en
Talk to Me,4500000,92000000,7.155,2857,2023-07-26,95,Horror,en
The Flash,220000000,271333313,6.704,4165,2023-06-13,144,"Adventure, Action, Science Fiction",en
Leave the World Behind,0,0,6.45,2397,2023-11-22,142,"Drama, Mystery, Thriller",en
"If My Favorite Pop Idol Made It to the Budokan, I Would Die: The Movie",0,0,6.0,1,2023-05-12,101,"Drama, Comedy",ja
Expend4bles,100000000,37917985,6.189,1488,2023-09-15,103,"Action, Adventure, Thriller",en
The Equalizer 3,70000000,190000000,7.327,2887,2023-08-30,109,"Action, Thriller, Crime",en
Thanksgiving,15000000,46553280,6.558,1137,2023-11-16,106,"Horror, Mystery, Thriller",en
PAW Patrol: The Mighty Movie,30000000,202231360,7.067,438,2023-09-21,92,"Animation, Family, Action, Science Fiction, Comedy, Drama, Adventure",en
The Nun II,38500000,269467073,6.773,1977,2023-09-06,110,Horror,en
Perfect Days,14000000,24094016,7.797,1081,2023-11-10,124,Drama,ja
15 Cameras,0,0,6.1,19,2023-10-13,89,"Horror, Thriller",en
The Family Plan,0,0,7.263,1326,2023-12-14,118,"Action, Comedy",en
The Hunger Games: The Ballad of Songbirds & Snakes,100000000,337371917,7.083,2613,2023-11-15,157,"Drama, Science Fiction, Action",en
Open Season,9827000,14990406,6.077,78,2023-12-20,101,Comedy,fr
Detective Conan: Black Iron Submarine,0,106771806,6.8,93,2023-04-14,110,"Animation, Action, Crime, Mystery",ja
Sound of Freedom,14500000,250600000,8.007,2352,2023-07-03,131,"Action, Drama",en
Shimmy: The First Monkey King,0,0,5.726,31,2023-04-21,101,"Action, Adventure, Animation, Comedy, Fantasy",zh
Acid,0,0,5.645,220,2023-09-20,99,"Drama, Science Fiction",fr
Deliver Us,0,0,5.722,54,2023-08-30,102,Horror,en
Ant-Man and the Wasp: Quantumania,200000000,476071180,6.327,4896,2023-02-15,125,"Action, Adventure, Science Fiction",en
Resident Evil: Death Island,0,53929,7.373,969,2023-06-22,91,"Animation, Action, Horror",ja
A Difficult Year,13000000,7004555,5.951,233,2023-10-18,120,Comedy,fr
Black Lotus,0,0,6.573,150,2023-04-12,93,"Action, Crime, Mystery, Thriller",en
Rascal Does Not Dream of a Knapsack Kid,0,2050242,7.853,34,2023-12-01,75,"Animation, Drama, Fantasy",ja
The Forbidden Play,0,0,5.614,22,2023-09-08,110,"Horror, Thriller",ja
Heart of Stone,0,0,6.802,1650,2023-08-09,122,"Thriller, Action",en
Afire,0,2147526,6.986,140,2023-04-20,103,"Drama, Romance, Comedy",de
"Ruby Gillman, Teenage Kraken",70000000,46247409,7.274,952,2023-06-28,91,"Animation, Family, Fantasy, Comedy",en
Battle Over Britain,0,0,7.195,77,2023-12-01,80,War,en
The Pope's Exorcist,18000000,76987621,6.992,2643,2023-04-05,103,"Horror, Thriller",en
Leggings Mania,0,0,5.0,1,2023-07-13,99,"Drama, Romance",ko
Blood and Snow,0,0,6.32,50,2023-10-06,114,"Science Fiction, Horror",en
Infested,0,2110014,6.781,336,2023-12-27,106,Horror,fr
Poor Things,35000000,117607117,7.758,3989,2023-12-07,142,"Science Fiction, Romance, Comedy",en
Black Noise,0,0,5.4,26,2023-11-03,86,"Action, Science Fiction, Horror, Thriller",en
Robot Dreams,5300000,4656348,8.089,498,2023-12-06,102,"Animation, Drama, Comedy, Science Fiction",es
Green Border,0,4175869,7.519,81,2023-09-22,152,Drama,pl
Chicken Run: Dawn of the Nugget,0,0,7.025,721,2023-12-08,101,"Family, Animation, Adventure, Comedy",en
Noryang: Deadly Sea,40000000,18200000,6.3,137,2023-12-20,153,"Action, History, Drama, War",ko
Trolls Band Together,95000000,207318137,7.307,833,2023-10-12,91,"Animation, Family, Music, Fantasy, Comedy",en
No Hard Feelings,45000000,83000000,6.794,2926,2023-06-15,104,"Comedy, Romance",en
Rebel Moon - Part One: A Child of Fire,83000000,0,6.331,2069,2023-12-15,134,"Science Fiction, Drama, Action",en
Dungeons & Dragons: Honor Among Thieves,151000000,208200000,7.363,3449,2023-03-23,134,"Adventure, Fantasy, Comedy",en
Kandahar,30000000,9400000,6.838,1007,2023-05-25,119,"Action, Thriller",en
The Childe,0,0,7.069,137,2023-06-21,118,"Action, Thriller, Drama",ko
The Seven Deadly Sins: Grudge of Edinburgh Part 2,0,0,7.137,193,2023-08-08,55,"Action, Adventure, Fantasy, Animation",ja
The Three Musketeers: Milady,39000000,21730766,6.464,565,2023-12-13,121,"Adventure, Action, Drama",fr
Napoleon,165000000,220597098,6.414,2404,2023-11-22,158,"History, War, Romance, Drama",en
Warhorse One,0,0,7.154,256,2023-06-30,120,"War, Action, Drama",en
Scream VI,35000000,168961389,7.0,2530,2023-03-08,123,"Horror, Crime, Thriller",en
Winnie the Pooh: Blood and Honey,100000,7700000,5.067,1320,2023-01-26,84,"Horror, Thriller",en
"The Pig, the Snake and the Pigeon",0,32568000,7.25,186,2023-10-06,134,"Crime, Drama, Thriller",zh
Dora: Say Hola to Adventure!,0,0,7.579,19,2023-11-10,45,"Animation, Family",en
Through My Window: Across the Sea,0,0,6.537,812,2023-06-23,110,"Romance, Drama, Comedy",es
Nowhere,0,0,7.411,1312,2023-09-29,109,"Thriller, Drama",es
Canceled,2150000,0,6.25,12,2023-08-25,97,"Mystery, Horror, Thriller",sv
Shazam! Fury of the Gods,125000000,134038006,6.533,3047,2023-03-15,130,"Comedy, Action, Fantasy",en
After Everything,14000000,10600000,6.944,828,2023-09-13,93,"Romance, Drama",en
Killers of the Flower Moon,200000000,156922344,7.5,3188,2023-10-18,206,"Crime, History, Drama",en
Saw X,13000000,111823047,7.248,1876,2023-09-27,118,"Horror, Thriller",en
Freelance,40000000,9112817,6.479,947,2023-10-05,108,"Action, Comedy",en
Creed III,75000000,275300000,7.126,2472,2023-03-01,116,"Drama, Action",en
Ruthless,0,0,6.442,77,2023-12-14,93,"Action, Thriller",en
Sirocco and the Kingdom of Winds,0,898790,8.4,8,2023-12-13,80,"Adventure, Animation, Family, Fantasy",fr
Pandemonium,0,0,5.267,30,2023-02-16,95,"Horror, Drama",fr
Triple Oh!,0,0,0.0,0,2023-10-05,45,,en
Salome,0,0,10.0,1,2023-05-13,59,"Drama, Romance",id
Assassin Club,0,188292,6.006,156,2023-02-24,113,"Action, Adventure, Thriller",en
The Five,0,0,6.088,40,2023-01-07,75,Western,en
Me contro Te: Il film - Vacanze in Transilvania,4915109,1992797,6.786,14,2023-10-19,0,"Family, Fantasy",es
Mavka: The Forest Song,5000000,17974964,7.243,721,2023-03-02,99,"Animation, Adventure, Family, Fantasy",uk
Love at First Sight,0,0,7.25,551,2023-09-15,91,"Romance, Drama",en
White Bird,20000000,4599785,7.9,54,2023-10-25,121,"Drama, Family, War, History",en
Blue Beetle,104000000,130788072,6.752,2549,2023-08-16,128,"Action, Science Fiction, Adventure",en
The Creator,80000000,104272136,7.107,2917,2023-09-27,134,"Action, Adventure, Science Fiction",en
Extraction 2,65000000,0,7.451,2385,2023-06-09,122,"Action, Thriller",en
When Evil Lurks,0,1743976,7.388,936,2023-10-05,100,"Horror, Thriller",es
Monster,0,0,8.0,498,2023-06-02,125,"Mystery, Thriller, Drama",ja
The Tower,0,0,4.681,119,2023-02-08,90,"Horror, Fantasy, Drama",fr
The Bad Guys: A Very Bad Holiday,0,0,6.596,109,2023-11-29,26,"Animation, Comedy, Family, Action",en
Cobweb,0,5569593,6.513,814,2023-07-19,88,Horror,en
Black Barbie,0,0,6.143,14,2023-03-11,95,Documentary,en
Totally Killer,0,0,6.9,807,2023-09-28,105,"Comedy, Horror, Science Fiction",en
Old Dads,0,0,6.265,325,2023-10-20,102,Comedy,en
Death Whisperer,0,14000000,7.62,158,2023-10-25,121,"Horror, Thriller",th
Reptile,0,0,6.735,890,2023-09-29,136,"Crime, Mystery, Thriller",en
The Hawk,0,0,8.026,38,2023-10-25,85,"Action, Adventure, Comedy",es
Knights of the Zodiac,60000000,7000000,6.418,1110,2023-04-27,113,"Fantasy, Action, Adventure",en
"Momonsters, La Película",0,0,0.0,0,2023-12-06,0,Animation,es
Jawan,36150000,136698671,7.2,241,2023-09-07,169,"Action, Crime, Thriller",hi
The Last Voyage of the Demeter,45000000,21600000,6.845,1509,2023-08-09,119,"Horror, Thriller, Fantasy",en
The Zone of Interest,15000000,48975567,7.1,1614,2023-12-15,105,"Drama, History",en
The Ritual Killer,7000000,0,5.93,284,2023-03-09,92,"Mystery, Thriller, Action, Drama",en
Retribution,20000000,16700000,6.7,1115,2023-08-23,91,"Thriller, Action, Adventure",en
The Exorcist: Believer,30000000,136284218,5.929,1015,2023-10-04,111,"Horror, Thriller",en
Die Hart,0,0,5.967,441,2023-02-22,84,"Comedy, Action, Thriller",en
The Boogeyman,41900000,66978229,6.425,843,2023-05-31,99,"Horror, Thriller, Mystery",en
The 100 Candles Game: The Last Possession,0,0,6.174,23,2023-11-09,73,Horror,en
The Wrath of Becky,0,0,6.323,314,2023-05-26,83,"Action, Horror, Thriller",en
Disquiet,0,0,5.46,112,2023-02-10,85,"Horror, Thriller, Mystery",en
BlackBerry,5000000,2600000,7.193,538,2023-02-13,119,Comedy,en
The Girl Who Escaped: The Kara Robinson Story,0,0,7.247,79,2023-02-11,88,"Thriller, Drama, Crime, TV Movie",en
Libertate,0,0,7.0,9,2023-10-06,109,"Drama, History, Thriller, War",ro
Monster High 2,0,0,7.1,69,2023-10-05,94,"Fantasy, Science Fiction, Action, Adventure",en
Black Clover: Sword of the Wizard King,0,0,8.146,271,2023-06-16,113,"Animation, Fantasy, Action, Adventure",ja
Baghead,0,6278395,6.584,328,2023-12-28,95,Horror,en
Heist 88,0,0,6.878,74,2023-10-01,83,"Crime, Drama",en
Hunt Club,0,0,4.639,36,2023-04-06,87,"Action, Thriller, Horror",en
Haunted Mansion,157800000,117449790,6.484,1013,2023-07-26,123,"Comedy, Drama, Horror, Fantasy",en
The Wandering Earth II,73800000,604400000,7.241,551,2023-01-22,173,Science Fiction,zh
No One Will Save You,22800000,0,6.7,1120,2023-09-22,93,"Horror, Science Fiction, Thriller",en
Murder Mystery 2,0,0,6.435,1665,2023-03-28,91,"Mystery, Comedy, Crime",en
SpongeBob SquarePants Presents The Tidal Zone,0,0,7.0,36,2023-01-13,45,"Animation, Comedy, Adventure",en
SpongeBob SquarePants Presents The Tidal Zone,0,0,7.0,36,2023-01-13,45,"Animation, Comedy, Adventure",en
Kelas Bintang - Hot Moms,0,0,0.0,0,2023-02-09,0,"Drama, Romance",id
Beautiful Disaster,25000000,6850036,6.694,748,2023-04-04,96,"Romance, Drama, Comedy",en
Pretty Guardian Sailor Moon Cosmos the Movie Part 2,0,0,8.1,33,2023-06-30,80,Animation,ja
The Velveteen Rabbit,0,0,7.0,56,2023-11-21,44,"Animation, Family, Fantasy",en
Big George Foreman,32000000,3800000,7.546,259,2023-04-27,129,"History, Drama",en
Operation Fortune: Ruse de Guerre,50000000,37800000,6.505,1482,2023-01-04,113,"Action, Thriller, Comedy, Adventure",en
Ballerina,0,0,6.953,485,2023-10-05,93,"Action, Adventure, Thriller",ko
Radical,10000000,21761164,8.394,407,2023-10-19,126,Drama,es
La Leyenda de los Chaneques,1100000,0,8.341,220,2023-07-14,89,"Animation, Comedy, Family, Horror",es
The Funeral,0,0,4.5,4,2023-10-09,109,"Horror, Romance, Thriller",tr
Locked In,0,0,5.321,210,2023-11-01,96,Thriller,en
The Promised Land,8500000,2119043,7.794,282,2023-10-05,127,"History, Drama, Action",da
Due Justice,0,0,6.276,67,2023-11-24,98,"Action, Thriller, Crime",en
Mercy,0,0,6.297,70,2023-05-12,85,"Action, Mystery, Thriller",en
Priscilla,20000000,30140906,6.8,723,2023-10-27,110,"Drama, Romance",en
Saltburn,20000000,21013738,7.017,2214,2023-11-16,131,"Drama, Comedy, Thriller",en
Silent Night,0,0,6.255,709,2023-11-30,104,"Action, Thriller",en
The Good Mother,0,522875,4.771,48,2023-08-31,90,Thriller,en
Sanctuary,0,581423,6.137,172,2023-04-06,96,"Drama, Thriller",en
Mutt,0,0,6.05,20,2023-08-09,87,Drama,en
Kingdom III: The Flame of Destiny,0,0,7.478,112,2023-07-28,129,"Action, Adventure, War",ja
Space Pups,0,0,7.679,14,2023-07-27,93,"Adventure, Family, Science Fiction",en
War of the Worlds: The Attack,0,0,5.1,160,2023-04-21,87,"Science Fiction, Mystery, Thriller",en
"Red, White & Royal Blue",0,0,8.002,1233,2023-07-27,121,"Comedy, Romance",en
The Collective,0,0,5.685,119,2023-08-04,86,"Action, Thriller",en
Hell House LLC Origins: The Carmichael Manor,0,0,6.4,100,2023-10-24,98,"Horror, Mystery",en
Peter Pan & Wendy,0,0,5.511,660,2023-04-20,106,"Family, Fantasy, Action, Adventure",en
The Weapon,0,0,5.516,31,2023-02-17,85,Action,en
Sakra,0,159959,6.4,152,2023-01-16,130,Action,cn
Last Summer,0,1022551,5.934,175,2023-09-13,104,Drama,fr
Confidential Informant,0,0,5.9,118,2023-06-27,88,"Thriller, Action, Mystery, Crime",en
Foursome,0,0,4.5,4,2023-12-22,108,"Romance, Drama",tl
Mob Land,0,0,5.5,68,2023-08-04,111,"Action, Crime, Thriller",en
Loving Memories,0,0,5.847,49,2023-04-05,87,"Drama, Romance, History",fr
65,45000000,55000000,5.994,2308,2023-03-02,92,"Action, Adventure, Science Fiction",en
You Are So Not Invited to My Bat Mitzvah,0,0,6.42,405,2023-08-18,103,Comedy,en
The Bricklayer,23900000,899683,5.92,270,2023-12-14,110,"Action, Thriller",en
Fear,0,2100000,5.234,79,2023-01-27,98,"Horror, Drama",en
How to Have Sex,0,1216642,6.366,306,2023-11-02,91,Drama,en
Sasaki and Miyano: Graduation,0,0,5.7,32,2023-02-17,50,"Animation, Romance",ja
Mighty Morphin Power Rangers: Once & Always,0,0,6.562,249,2023-04-19,59,"Action, Adventure, Science Fiction, Family",en
To Catch a Killer,0,3138750,6.916,1003,2023-04-06,119,"Thriller, Crime, Drama",en
Jules,0,2000000,7.234,239,2023-08-10,87,"Comedy, Science Fiction, Drama",en
Batman: The Doom That Came to Gotham,0,0,6.576,198,2023-03-10,86,"Animation, Fantasy, Action, Mystery",en
All of Us Strangers,5000000,14864960,7.47,641,2023-12-22,105,"Romance, Drama, Fantasy",en
12th Fail,2400000,8300000,8.105,124,2023-10-27,146,Drama,hi
Bring Him to Me,0,0,5.8,31,2023-11-02,96,"Crime, Action, Thriller",en
Which Brings Me to You,0,0,6.257,105,2023-12-08,98,"Romance, Comedy, Drama",en
V/H/S/85,0,0,5.994,155,2023-09-22,110,"Horror, Thriller",en
Polite Society,0,0,6.363,161,2023-04-27,103,"Comedy, Action, Drama",en
Hypnotic,70000000,16014123,6.24,1181,2023-05-11,93,"Mystery, Thriller, Science Fiction",en
Slasher,0,0,6.5,3,2023-05-12,102,"Horror, Comedy",es
Forgotten Love,0,0,7.942,257,2023-09-27,140,"Drama, Romance",pl
Cheat,0,0,7.17,47,2023-08-24,85,"Thriller, Horror",en
Pathaan,29000000,130000000,6.592,184,2023-01-25,146,"Action, Adventure, Thriller",hi
Cocaine Bear,32500000,88314672,6.065,1961,2023-02-22,95,"Thriller, Comedy, Crime",en
The Black Demon,0,0,5.992,627,2023-04-26,101,"Thriller, Drama",en
Dogman,22700000,4082217,7.897,1003,2023-09-27,114,"Action, Drama, Crime",fr
Tetris,0,0,7.727,1257,2023-03-15,118,"Thriller, History, Drama",en
Concrete Utopia,0,28900000,7.063,190,2023-08-09,130,"Thriller, Science Fiction, Drama",ko
The Locksmith,0,0,5.692,60,2023-02-03,91,"Thriller, Mystery, Action, Crime, Drama",en
Joy Ride,20000000,15800000,6.7,347,2023-06-22,94,Comedy,en
The Holdovers,13000000,42513270,7.72,1472,2023-10-27,133,"Comedy, Drama",en
Past Lives,12000000,28126646,7.8,1574,2023-06-02,106,"Drama, Romance",en
The Mill,0,0,5.897,68,2023-10-09,106,"Science Fiction, Horror",en
Justice League: Warworld,0,0,7.027,244,2023-07-25,90,"Animation, Action, Science Fiction, Adventure",en
Marvel Studios Assembled: The Making of the Guardians of the Galaxy Vol. 3,0,0,6.182,11,2023-09-12,58,Documentary,en
¡Que viva México!,0,4155903,7.293,169,2023-03-23,192,"Drama, Comedy",es
Plane,25000000,51000000,6.965,2181,2023-01-12,107,"Action, Adventure, Thriller",en
The Retirement Plan,0,0,6.274,190,2023-08-24,103,"Action, Comedy, Crime",en
Merry Little Batman,0,0,6.667,129,2023-12-08,97,"Animation, Action, Family, Comedy",en
The Strays,0,0,5.438,357,2023-02-17,100,Thriller,en
Zom 100: Bucket List of the Dead,0,0,6.623,543,2023-08-03,129,"Comedy, Horror",ja
Zoey 102,0,0,6.9,172,2023-07-27,101,"Romance, Comedy",en
Anatomy of a Fall,6700000,35634133,7.6,2338,2023-08-23,151,"Thriller, Mystery, Crime",fr
Darkland: The Return,0,0,6.419,465,2023-04-13,110,"Thriller, Action",da
Mortal Kombat Legends: Cage Match,0,0,6.748,103,2023-10-17,80,"Animation, Action, Fantasy, Adventure",en
Sleep,0,11033636,6.8,120,2023-09-06,95,"Horror, Mystery, Thriller",ko
Boudica,0,0,5.8,136,2023-10-26,101,"Action, War",en
The Loch Ness Horror,0,0,5.927,41,2023-11-07,79,"Horror, Science Fiction",en
Trunk - Locked In,0,0,6.038,79,2023-11-24,96,"Thriller, Action, Drama",de
Muzzle,0,7807,6.429,253,2023-09-29,100,Action,en
Desperation Road,0,0,6.633,90,2023-10-19,112,"Thriller, Action, Crime, Drama",en
The Taste of Things,6500000,5970753,7.028,231,2023-11-08,135,"Romance, Drama",fr
Richard the Stork and the Mystery of the Great Jewel,0,6500000,6.8,8,2023-03-23,84,"Animation, Adventure, Comedy, Family",en
South Park: Joining the Panderverse,0,0,7.763,194,2023-10-28,49,"Animation, Comedy, Science Fiction, TV Movie",en
El Conde,10000000,0,6.19,252,2023-09-08,112,"Fantasy, Comedy, Horror",es
A Real Job,8200000,3452861,6.379,210,2023-09-13,111,"Comedy, Drama",fr
Awareness,0,0,5.736,165,2023-03-16,112,"Science Fiction, Mystery, Thriller, Action",es
My Next Life as a Villainess: All Routes Lead to Doom! The Movie,0,0,7.7,5,2023-12-08,90,"Animation, Comedy, Drama, Fantasy",ja
Dark Parasite,546275,0,5.769,13,2023-10-25,85,"Horror, Science Fiction",es
Come Out Fighting,0,0,4.793,41,2023-05-19,86,"War, Drama",en
Elevator Game,0,302271,4.9,97,2023-07-12,94,Horror,en
Role Play,0,0,5.991,512,2023-12-14,101,"Action, Comedy, Romance",en
Rascal Does Not Dream of a Sister Venturing Out,0,0,7.778,27,2023-06-23,74,"Animation, Drama, Fantasy",ja
Society of the Snow,65500000,1281,8.041,2814,2023-12-15,144,"Drama, History",es
Tayuan,0,0,5.9,10,2023-06-23,101,"Drama, Romance",tl
Alien Invasion,0,0,5.552,87,2023-05-11,73,"Horror, Science Fiction",en
Shrapnel,0,0,5.932,44,2023-07-28,89,"Action, Thriller, Drama",en
Shrapnel,0,0,5.932,44,2023-07-28,89,"Action, Thriller, Drama",en
Thabo and the Rhino Case,0,0,6.2,20,2023-11-09,97,"Family, Adventure, Mystery",en
The Mummy Resurrection,0,0,6.269,54,2023-01-02,88,Horror,en
The Teachers' Lounge,0,0,7.306,433,2023-05-04,98,Drama,de
Boonie Bears: Guardian Code,0,220210000,6.667,9,2023-01-22,94,"Animation, Comedy, Science Fiction, Family, Adventure",zh
Hachiko,0,42423217,7.738,191,2023-03-31,124,"Drama, Family",zh
Vincent Must Die,4340000,158787,6.5,109,2023-11-15,108,"Drama, Fantasy, Comedy, Thriller",fr
My Big Fat Greek Wedding 3,0,34900000,6.076,151,2023-09-07,92,"Comedy, Romance",en
TAYLOR SWIFT | THE ERAS TOUR,15000000,261656269,8.398,384,2023-10-13,169,Music,en
3 Days Max,0,0,5.344,163,2023-10-25,87,Comedy,fr
Deep Fear,0,0,5.486,179,2023-10-18,84,"Horror, Thriller, Action, Mystery",en
The Abyss,0,0,5.753,233,2023-09-15,104,"Thriller, Drama, Action",sv
Crater,0,0,6.7,260,2023-05-12,104,"Science Fiction, Action, Adventure, Family",en
Flora and Son,0,0,6.957,150,2023-09-21,97,"Music, Comedy, Drama",en
American Fiction,16000000,22483370,7.347,947,2023-11-10,117,"Comedy, Drama",en
Knock at the Cabin,20000000,54700000,6.289,2562,2023-02-01,100,"Thriller, Mystery, Horror",en
Godless: The Eastfield Exorcism,0,0,7.0,48,2023-03-08,92,Horror,en
Slyth: The Hunt Saga,0,0,5.9,9,2023-12-05,100,"Action, Science Fiction, Thriller, Romance",th
Clock,0,0,5.577,207,2023-03-28,92,"Horror, Thriller",en
The Monkey King,0,0,6.65,277,2023-08-11,92,"Animation, Fantasy, Adventure, Family, Comedy",en
American Symphony,0,0,6.9,45,2023-11-24,104,"Documentary, Music",en
Nimona,0,0,7.907,1051,2023-06-23,99,"Adventure, Animation, Fantasy, Family, Action, Science Fiction",en
Beyond Utopia,0,6800,7.889,36,2023-10-23,116,"Documentary, History",en
57 Seconds,0,0,6.121,470,2023-09-29,99,"Thriller, Science Fiction, Action",en
Birth/Rebirth,0,138617,6.386,88,2023-08-18,99,"Horror, Mystery, Thriller, Drama, Science Fiction",en
