title,budget,revenue,vote_average,vote_count,release_date,runtime,genres,original_language
Katak: The Brave Beluga,0,0,5.3,6,2023-02-24,79,"Animation, Family, Adventure",fr
Shehzada,0,0,5.534,29,2023-02-17,142,"Action, Comedy, Drama, Romance",hi
Take a Chance on Me,0,2371953,6.4,50,2023-10-11,105,"Comedy, Drama",fr
The Burial,32500000,0,7.148,464,2023-10-06,126,"Drama, History",en
Deep Sea,28700000,136090000,7.0,96,2023-01-22,112,"Animation, Adventure, Drama, Fantasy, Mystery",zh
Darker Shades of Summer,0,0,4.333,9,2023-03-01,80,"Thriller, Romance",en
You’re Killing Me,0,0,5.614,22,2023-04-07,95,"Horror, Thriller, Action",en
Tiger Stripes,0,0,5.9,25,2023-10-19,95,"Drama, Horror",ms
In the Morning of La Petite Mort,0,0,0.0,0,2023-10-13,98,,zh
Sister Death,0,0,5.977,265,2023-10-05,91,"Drama, Horror",es
The Color Purple,95000000,67519192,7.089,252,2023-12-25,141,Drama,en
"Justice League x RWBY: Super Heroes & Huntsmen, Part Two",0,0,6.729,35,2023-10-17,75,"Animation, Action, Fantasy, Adventure",en
The In(famous) Youssef Salem,3900000,0,6.6,84,2023-01-18,97,Comedy,fr
The Lesson,0,310746,6.1,31,2023-07-07,103,"Thriller, Drama",en
Supercell,0,0,5.8,245,2023-03-17,100,"Action, Drama",en
Wish of the Fairy Fish,0,25985603,8.1,23,2023-10-26,115,"Fantasy, Adventure, Family, Drama",ru
A Beautiful Life,0,0,6.912,234,2023-06-01,99,"Drama, Music, Romance",da
Megalodon: The Frenzy,0,0,3.211,19,2023-08-18,82,"Action, Adventure, Horror, Science Fiction",en
Between Us,0,0,5.8,84,2023-07-12,90,Drama,fr
She Came to Me,0,0,6.1,93,2023-10-06,102,"Romance, Comedy, Drama",en
David Holmes: The Boy Who Lived,0,0,7.415,41,2023-11-13,89,Documentary,en
Kucing Liar,0,0,2.0,1,2023-05-04,0,Drama,id
The Chapel,0,0,5.067,15,2023-11-17,0,"Horror, Drama",es
Nice Sister-in-law 6,0,0,0.0,0,2023-12-19,61,Romance,ko
Mafia Mamma,41000000,3900000,6.1,243,2023-04-13,101,"Comedy, Crime, Action",en
I Choose to Believe,0,0,7.612,85,2023-12-07,96,Documentary,es
I Choose to Believe,0,0,7.612,85,2023-12-07,96,Documentary,es
Space Wars: Quest for the Deepstar,0,0,4.3,46,2023-04-21,90,"Science Fiction, Adventure, Action",en
Malbatt: Misi Bakara,4225649,6866680,5.7,3,2023-08-24,131,"Action, History, Drama, War",ms
The Swan Princess: Far Longer Than Forever,0,0,5.2,11,2023-09-19,81,"Animation, Family, Adventure",en
Nefarious,3000000,5400000,6.819,273,2023-04-14,98,"Horror, Thriller",en
"Manta, Manta: Legacy",0,0,4.861,61,2023-03-30,127,"Comedy, Action, Adventure",de
The Temptation of the Mature 50s Mother-in-law,0,0,8.083,6,2023-02-03,74,"Romance, Drama",ko
Operation Napoleon,0,0,6.2,121,2023-01-26,112,Thriller,is
Love Is in the Air,0,0,6.186,97,2023-09-28,88,"Romance, Comedy",en
Abang Adik,653000,1363827,7.5,28,2023-12-01,115,"Drama, Crime",zh
The Artifice Girl,0,0,6.688,178,2023-04-27,93,"Science Fiction, Thriller, Mystery",en
Immersion,0,0,5.9,11,2023-06-16,109,"Horror, Mystery, Science Fiction",ja
The Passenger,0,0,6.0,102,2023-08-04,98,"Horror, Thriller",en
Going Varsity in Mariachi,0,0,0.0,0,2023-01-22,105,Documentary,en
Hi Nanna,7819000,9184966,7.6,33,2023-12-07,155,"Drama, Family, Romance",te
The Three Musketeers,0,31104,5.45,80,2023-03-23,94,"Adventure, Action",en
My Beautiful Man: Eternal,0,0,6.9,8,2023-04-07,103,"Drama, Romance",ja
The Tank,0,0,5.1,96,2023-04-21,100,"Horror, Thriller",en
Kill Boksoon,0,0,6.839,414,2023-02-17,137,"Action, Drama, Thriller, Crime",ko
Reunión 10 años – No se aceptan devoluciones,0,0,7.5,27,2023-10-03,0,Comedy,es
Blood & Gold,0,0,6.641,365,2023-04-21,100,"Action, Drama, War",de
Lie with Me,2100000,0,7.376,89,2023-02-22,98,"Drama, Romance",fr
The Quantum Devil,0,0,4.25,20,2023-02-26,90,"Horror, Science Fiction, Fantasy",en
Knuckle Girl,0,0,6.847,36,2023-10-25,107,"Action, Drama",ja
Gangs of Lagos,0,0,6.278,45,2023-04-07,124,Crime,en
The Swan,0,0,6.762,364,2023-09-27,17,Drama,en
At Midnight,0,0,5.569,58,2023-02-10,100,"Romance, Comedy",en
The Royal Hotel,0,877412,5.3,150,2023-10-06,91,"Drama, Thriller",en
Off the Rails,0,0,7.679,13,2023-03-08,110,"Comedy, Adventure, Drama",ru
Soulcatcher,0,0,6.421,272,2023-08-02,99,Action,pl
The Adults,0,0,6.5,53,2023-08-18,91,"Drama, Comedy",en
Romancham,0,0,7.424,33,2023-02-03,132,"Comedy, Horror",ml
Nightmare Radio: The Night Stalker,0,0,4.914,29,2023-04-18,78,Horror,en
New Dimension! Crayon Shinchan the Movie: Battle of Supernatural Powers ~Flying Sushi~,0,23839864,6.9,16,2023-08-04,94,"Animation, Comedy, Action, Adventure, Family, Fantasy, Science Fiction",ja
Best. Christmas. Ever!,0,0,5.4,191,2023-11-16,82,Comedy,en
Khufiya,0,0,6.5,31,2023-10-05,158,"Crime, Thriller, Mystery",hi
Diary of a Wimpy Kid Christmas: Cabin Fever,0,0,6.8,61,2023-12-07,64,"Animation, Comedy, Family",en
Shayda,0,233971,6.0,9,2023-09-28,118,Drama,fa
Unicorns,0,0,4.455,11,2023-05-19,93,Drama,es
潮騒Glamorous 凪ひかる,0,0,0.0,0,2023-12-12,100,,ja
NYAD,0,0,7.099,426,2023-10-18,121,"Drama, History",en
The Boogeyman: The Origin of the Myth,0,0,6.27,100,2023-08-11,0,"Horror, Adventure",es
The Angry Black Girl and Her Monster,0,0,6.324,51,2023-06-09,91,Horror,en
The Devil Conspiracy,0,0,6.503,355,2023-01-13,111,"Horror, Fantasy, Science Fiction, Thriller",en
Squared Love All Over Again,0,0,5.654,65,2023-02-13,99,"Romance, Comedy",pl
On the Wandering Paths,0,0,6.437,142,2023-03-22,92,Drama,fr
Tu Jhoothi Main Makkaar,0,0,6.253,144,2023-03-08,159,"Comedy, Romance, Family",hi
La Chimera,0,4933288,7.39,356,2023-10-12,131,"Comedy, Drama, Adventure, Fantasy",it
Fog City,0,0,5.5,37,2023-10-20,97,"Horror, Thriller",en
Still Time,0,0,6.704,316,2023-03-16,108,"Romance, Comedy, Drama",it
The Wonderful World of Mickey Mouse: Steamboat Silly,0,0,7.1,25,2023-07-28,9,"Animation, Comedy",en
The Elevator,0,0,4.538,13,2023-04-23,86,Horror,en
Cassandro,0,0,6.754,112,2023-09-14,107,Drama,en
Kabayo,0,0,2.3,3,2023-05-26,106,Drama,tl
The Miracle Club,0,6800000,6.006,77,2023-07-14,90,"Comedy, Drama",en
Toni,0,0,6.709,134,2023-09-06,95,"Comedy, Drama",fr
12.12: The Day,0,0,7.453,86,2023-11-22,142,"Drama, History, Thriller, War, Crime",ko
Boso Dos,0,0,2.2,4,2023-02-03,106,"Comedy, Thriller",tl
Without a Trace,0,0,6.344,45,2023-01-17,88,Crime,de
Mr. and Mrs. Stodola,0,0,6.25,4,2023-11-15,108,Drama,cs
Blue Giant,0,0,8.226,42,2023-02-17,120,"Animation, Drama, Music",ja
Love Life Light,0,0,6.5,4,2023-12-08,0,"Drama, Mystery, Fantasy",zh
Eileen,16000000,1560142,6.142,212,2023-12-01,98,Thriller,en
Your Mother's Son,0,0,3.0,3,2023-09-10,100,Drama,tl
Squealer,0,0,5.943,44,2023-11-03,99,"Action, Horror, Thriller",en
Visions,8980000,0,5.861,104,2023-09-06,123,"Thriller, Mystery",fr
The Old Oak,0,7702015,7.21,291,2023-09-29,113,Drama,en
Psycho-Pass: Providence,0,0,7.1,21,2023-05-12,121,"Animation, Crime, Mystery, Thriller",ja
Jeanne du Barry,22400000,13000000,6.964,491,2023-05-16,117,"Drama, History, Romance",fr
Bugaw,0,0,2.5,2,2023-07-07,90,"Drama, Thriller",tl
Insta Gay,0,0,5.5,2,2023-05-28,12,,en
The Donor Party,0,0,5.4,33,2023-03-03,93,Comedy,en
The King of Algiers,5490000,0,6.0,93,2023-05-24,92,"Comedy, Drama",fr
Book Club: The Next Chapter,20000000,27849137,6.328,157,2023-05-11,108,"Comedy, Romance",en
Scarygirl,0,1194805,6.961,51,2023-10-05,90,"Animation, Adventure, Family, Fantasy",en
Mobil Goyang,0,0,0.0,0,2023-04-24,41,"Drama, Romance",id
Babylon 5: The Road Home,0,0,6.767,75,2023-08-14,80,"Animation, Science Fiction, Action, Adventure",en
My Animal,0,0,4.452,21,2023-09-08,99,"Fantasy, Horror, Romance",en
Malcriados,0,0,7.833,54,2023-02-15,0,Comedy,es
A Deadly Invitation,0,0,5.762,151,2023-10-06,93,"Comedy, Mystery",es
Theater Camp,5000000,4400000,6.555,155,2023-07-13,93,Comedy,en
Sayen,0,0,6.191,118,2023-03-03,94,"Action, Adventure",es
The Marsh King's Daughter,0,0,6.416,292,2023-09-28,109,"Thriller, Crime, Drama, Mystery",en
See You on Venus,0,0,7.076,165,2023-07-21,95,"Romance, Drama",en
Hidden Blade,0,139083591,6.3,39,2023-01-22,128,"Drama, Mystery, History, Action",zh
Sobreviviendo mis XV,0,0,7.4,87,2023-09-21,101,Comedy,es
Left Behind: Rise of the Antichrist,10000000,3649422,4.9,19,2023-01-26,115,"Science Fiction, Action, Thriller, Fantasy",en
The Love Subscription,0,0,4.333,6,2023-01-04,85,"TV Movie, Comedy, Romance, Family",en
I'll Lend You My Wife,0,0,0.0,1,2023-12-01,71,Romance,ko
Call Me Alma,0,0,5.5,4,2023-08-10,90,Drama,tl
Agent,0,0,6.0,2,2023-04-27,154,"Action, Thriller",te
Shooting Stars,25000000,0,7.914,134,2023-06-02,116,"Drama, History",en
Me vuelves loca,0,0,8.401,121,2023-09-07,0,Comedy,es
Mallari,1350000,3800000,7.0,4,2023-12-25,130,"Horror, Mystery, Thriller",tl
Sympathy for the Devil,0,0,6.0,215,2023-07-20,90,"Action, Thriller",en
The Girl from the Other Side,0,0,6.75,12,2023-05-16,70,"Animation, Drama, Mystery, Fantasy",ja
Island in Between,0,0,6.393,28,2023-09-29,20,Documentary,zh
Banel & Adama,1750000,164602,6.7,12,2023-08-30,87,Drama,ff
Ricky Gervais: Armageddon,0,0,7.178,143,2023-12-01,63,Comedy,en
Heartbeat,0,0,7.063,16,2023-12-07,93,Drama,es
Street Flow 2,0,0,6.182,77,2023-09-27,98,Drama,fr
The Wonderful Story of Henry Sugar,0,0,7.241,950,2023-09-20,39,"Comedy, Fantasy, Adventure",en
ManSuang,0,0,7.2,9,2023-08-24,128,"Drama, Mystery",th
Oh Belinda,0,0,6.278,54,2023-04-07,97,"Drama, Comedy, Fantasy",tr
Sly,0,0,7.271,164,2023-09-16,97,Documentary,en
Phantom,0,0,6.737,38,2023-01-18,132,"Action, Thriller, Crime, Adventure",ko
Nina and the Hedgehog's Secret,0,0,7.3,15,2023-10-11,82,"Animation, Family",fr
The Starling Girl,0,0,6.625,40,2023-05-12,116,Drama,en
Zombie Town,0,0,4.1,30,2023-09-01,93,"Horror, Comedy",en
The Moon,20000000,92718,6.554,120,2023-08-02,129,"Drama, Adventure, Science Fiction",ko
Killer Book Club,0,0,5.603,257,2023-08-25,89,"Horror, Thriller",es
You're Not Supposed to Be Here,0,0,5.9,7,2023-11-04,88,"TV Movie, Thriller, Drama, Horror",en
Charlton Heston: Radical to Right Wing,0,0,9.0,1,2023-02-24,53,"Documentary, TV Movie",fr
Mrs. Chatterjee Vs Norway,0,0,5.3,54,2023-03-16,135,"Drama, Thriller",hi
T.I.M.,0,0,5.957,46,2023-08-16,101,"Science Fiction, Thriller, Horror",en
Our Tiny Little Wedding,7644000,0,4.351,84,2023-04-26,82,Comedy,fr
Jigen Daisuke,0,0,6.773,77,2023-10-12,120,"Action, Crime, Drama",ja
They Cloned Tyrone,47000000,0,6.588,558,2023-06-14,122,"Comedy, Science Fiction, Mystery",en
Last Stop Larrimah: Murder Down Under,0,0,7.0,8,2023-03-11,117,Documentary,en
Born to Fly,0,80504376,6.298,52,2023-04-28,127,"Action, Drama",zh
Welcome to Valentine,0,0,5.4,12,2023-02-18,84,"TV Movie, Romance, Comedy",en
Mujib: The Making of a Nation,8000000,0,6.368,53,2023-10-27,176,"Drama, History, War",bn
Sand Land,0,0,8.6,7,2023-07-22,105,"Animation, Comedy, Fantasy",ja
Daughter of the Bride,0,0,6.0,26,2023-02-03,102,Comedy,en
The Shift,6500000,12238643,6.6,44,2023-11-30,113,Science Fiction,en
DC Down,0,0,5.6,48,2023-06-20,90,"Action, Thriller, TV Movie",en
Shortcomings,0,666482,6.162,68,2023-08-04,92,"Comedy, Drama, Romance",en
The Double Life of My Billionaire Husband,0,0,9.2,4,2023-10-06,134,"Romance, Drama",en
The Marginalized,0,0,6.706,17,2023-05-03,97,"Comedy, Drama",fr
All the Silence,0,0,7.5,21,2023-10-06,78,Drama,es
American Girl: Corinne Tan,0,0,5.8,8,2023-07-28,61,"Family, Drama",en
Ganti-Ganti,0,0,3.0,2,2023-12-01,92,"Romance, Drama, Thriller",tl
The Magnificent Meyersons,0,0,4.0,3,2023-08-20,88,"Drama, Comedy",en
Fair Play,0,0,6.375,471,2023-09-28,113,"Drama, Thriller, Romance",en
"Muchachos, la película de la gente",0,0,8.543,46,2023-12-07,100,Documentary,es
Butcher's Crossing,0,15648,5.974,136,2023-02-03,105,"Western, Drama",en
Dark Harvest,0,0,5.98,222,2023-10-11,96,"Horror, Fantasy, Thriller",en
The Primevals,0,0,5.9,18,2023-07-23,91,"Science Fiction, Fantasy, Adventure",en
Kevin Hart & Chris Rock: Headliners Only,0,0,6.25,12,2023-12-12,83,"Documentary, Comedy",en
Pepaya Gantung,0,0,0.0,0,2023-04-28,54,"Drama, Romance",id
The Peacock,0,0,4.538,13,2023-03-09,106,"Comedy, Drama",de
Lady Ballers,0,0,5.6,47,2023-12-01,110,Comedy,en
Totto-chan: The Little Girl at the Window,0,0,7.3,6,2023-12-08,114,"Animation, Drama, Family",ja
Bird Box Barcelona,19800000,0,5.908,674,2023-07-14,112,"Thriller, Science Fiction, Horror",es
Artem & Eva,0,0,7.6,10,2023-03-07,96,Documentary,ru
Divinity,0,100000,5.5,23,2023-10-13,94,"Fantasy, Horror, Science Fiction",en
The Water Is Finally Blue: The Untold Story of Robert Altman's O.C. and Stiggs,0,0,0.0,0,2023-07-17,129,Documentary,en
Irati,4300000,1036926,6.608,83,2023-02-24,112,"Drama, Adventure, Fantasy",eu
Ripper's Revenge,0,0,6.5,34,2023-04-03,85,"Thriller, Horror, History",en
The Djinn's Curse,0,0,4.0,3,2023-09-28,98,"Horror, Mystery, Thriller",th
Ghost Project,0,0,6.1,36,2023-08-07,77,"Horror, Science Fiction",en
The Caine Mutiny Court-Martial,0,0,6.712,85,2023-09-03,109,"Drama, War",en
Sentinelle,5000000,0,5.275,251,2023-08-27,98,"Action, Comedy, Crime",fr
"Are You There God? It's Me, Margaret.",30000000,21800000,7.275,349,2023-03-29,107,"Comedy, Drama",en
Down Low,0,0,4.9,32,2023-03-11,95,Comedy,en
Eye of the Storm,0,0,7.4,20,2023-04-14,118,Drama,zh
The Monk and the Gun,0,0,7.202,42,2023-10-17,107,"Comedy, Drama",dz
A Day and a Half,0,0,6.357,112,2023-09-01,96,Drama,sv
Thriller 40,0,0,8.7,69,2023-12-02,88,"Documentary, Music",en
The Initiated,0,0,7.12,46,2023-07-06,112,"Thriller, Drama, Mystery, Crime",en
The Initiated,0,0,7.12,46,2023-07-06,112,"Thriller, Drama, Mystery, Crime",en
The Spider Within: A Spider-Verse Story,0,0,7.2,67,2023-06-12,8,"Animation, Drama",en
A Vampire in the Family,0,0,5.265,85,2023-12-23,90,Comedy,pt
The Last Rifleman,0,0,6.744,45,2023-12-07,100,"Drama, History, War",en
EXmas,0,0,6.7,107,2023-11-17,93,"Romance, Comedy, TV Movie",en
Lumberjack the Monster,0,0,6.121,33,2023-12-01,119,"Drama, Thriller, Crime",ja
The Delinquents,0,51000,6.344,48,2023-10-16,190,"Drama, Comedy, Crime",es
The Smeds and the Smoos,0,0,6.5,6,2023-02-24,25,"Animation, Family",en
Okiku and the World,0,0,7.2,8,2023-04-28,90,"Drama, Comedy",ja
Unprincipled in the Village,0,0,7.625,8,2023-03-02,90,Comedy,ru
Master Gardener,4100000,1506008,6.204,223,2023-05-19,111,"Drama, Crime",en
Have You Got It Yet? The Story of Syd Barrett and Pink Floyd,0,0,7.6,11,2023-05-15,94,"Documentary, Music",en
Gridman Universe,0,0,8.4,18,2023-03-24,118,"Animation, Action, Science Fiction",ja
Wow!,0,0,5.31,63,2023-06-07,98,Comedy,fr
We Have a Ghost,0,0,6.467,577,2023-02-24,127,"Comedy, Fantasy, Horror",en
D-Cup Personal Secretary,0,0,0.0,0,2023-08-03,70,Romance,ko
Lost Sofia,0,0,7.143,28,2023-07-13,103,"Romance, Fantasy",pt
The Taming of the Shrewd 2,0,0,5.6,10,2023-12-20,100,"Romance, Comedy",pl
The Teacher Who Promised the Sea,0,2232542,7.6,46,2023-11-10,105,"Drama, History",es
The Tomorrow Job,0,0,4.7,18,2023-01-13,105,"Science Fiction, Action",en
Candy Land,0,0,6.061,122,2023-01-06,93,"Horror, Thriller",en
A House in Jerusalem,0,1973,6.7,3,2023-07-13,104,"Fantasy, Drama, Horror",en
Measures of Men,0,0,6.682,22,2023-02-22,116,Drama,de
The Woman Under the Stage,0,0,0.0,0,2023-08-03,104,"Horror, Drama",en
Hannah Waddingham: Home for Christmas,0,0,6.5,12,2023-11-21,44,Music,en
Cyberbunker: The Criminal Underworld,0,0,6.854,24,2023-11-07,102,"Documentary, Crime",de
Gods of the Deep,0,0,5.063,48,2023-12-04,80,"Science Fiction, Thriller, Horror",en
The Last Resort,0,0,8.0,1,2023-09-26,67,,tl
The Fire,0,0,4.0,2,2023-04-25,88,,es
Run Baby Run,0,0,5.813,8,2023-02-03,131,"Thriller, Action",ta
Little Girl Blue,0,0,6.2,38,2023-11-01,95,"Drama, History, Documentary",fr
Kelas Bintang - Staycation Part 3,0,0,0.0,0,2023-07-08,0,"Drama, Romance",id
The Verge of Death,0,3041548,6.308,13,2023-09-28,97,"Horror, Thriller, Drama, Mystery",id
Silver and the Book of Dreams,0,0,5.86,89,2023-12-08,92,"Fantasy, Science Fiction, Romance",de
Confession,0,0,3.0,2,2023-03-10,89,"Thriller, Drama, Mystery, Crime",en
Vjeran Tomic: The Spider-Man of Paris,0,0,6.947,57,2023-10-20,86,"Documentary, Crime",fr
Prom Pact,0,0,7.277,150,2023-03-30,98,"Romance, Comedy",en
The Weeknd: Live at SoFi Stadium,0,0,7.6,33,2023-02-25,98,Music,en
The Perfect Find,0,0,6.122,111,2023-06-23,99,"Romance, Comedy",en
Young Sister's Taste,0,0,0.0,0,2023-03-09,70,"Drama, Romance",ko
Young Sister's Taste,0,0,0.0,0,2023-03-09,70,"Drama, Romance",ko
The Magician's Elephant,0,0,6.906,202,2023-03-10,99,"Animation, Adventure, Family, Fantasy, Comedy",en
Once Upon a Crime,0,0,6.3,118,2023-09-13,105,"Fantasy, Comedy, Crime",ja
Oracle,0,0,6.6,91,2023-10-01,85,Horror,en
One More Time,0,0,5.7,77,2023-04-12,85,Comedy,sv
My Year of Dicks,0,0,6.6,39,2023-02-17,26,"Animation, Comedy",en
The Reading,0,0,7.5,30,2023-02-02,96,"Drama, Thriller",en
A Long Way to Come Home,0,0,6.143,7,2023-02-02,109,"Drama, Family",id
The Baker,0,0,6.476,82,2023-07-27,100,"Action, Drama, Crime",en
You Promised Me the Sea,1200000,0,5.719,16,2023-10-04,90,Drama,fr
The Eternal Memory,0,0,8.104,72,2023-08-11,85,Documentary,es
The Awkward Weekend,0,0,5.3,35,2023-01-19,89,"Drama, Comedy, Romance",nl
My Heart Puppy,0,0,5.9,12,2023-03-01,114,"Romance, Comedy, Drama, Family",ko
The Subtle Art of Not Giving a #@%!,0,0,6.0,29,2023-01-04,97,Documentary,en
Double Threat,0,0,6.8,82,2023-03-15,91,"Action, Adventure, Comedy",en
Taz: Quest for Burger,0,0,5.9,27,2023-06-06,75,"Comedy, Family, Animation, Adventure",en
Hambre,0,0,6.125,16,2023-01-27,9,Drama,de
The Disappearance of Shere Hite,0,21000,4.0,3,2023-11-17,118,Documentary,en
Image of Victory,0,0,5.4,5,2023-02-16,128,"War, Drama, History",he
Running with Speed,0,0,4.75,3,2023-01-06,148,Documentary,en
Beaten to Death,316000,0,5.1,15,2023-09-01,92,Horror,en
What the Waters Left Behind: Scars,0,0,6.144,45,2023-04-27,85,Horror,es
The Harbinger,0,0,6.3,15,2023-11-16,87,"Horror, Mystery, Thriller, Drama",en
On the Adamant,0,0,7.105,38,2023-03-22,109,Documentary,fr
Passages,0,1103374,6.383,163,2023-06-28,92,"Romance, Drama",fr
Metalocalypse: Army of the Doomstar,0,0,6.765,49,2023-08-22,83,"Animation, Comedy, Music",en
A Rose for Her Grave: The Randy Roth Story,0,0,6.909,11,2023-02-18,88,"TV Movie, Mystery, Thriller, Drama",en
"Relax, I'm from the Future",0,0,6.1,25,2023-09-22,94,"Comedy, Science Fiction",en
The Mount 2,0,0,5.531,16,2023-05-12,81,Horror,en
Fanfic,0,0,6.961,77,2023-05-17,95,Drama,pl
The Goldman Case,2600000,2883655,6.981,186,2023-06-07,118,"Drama, Crime, History",fr
Mars Express,7900000,1455713,7.601,267,2023-11-22,89,"Animation, Science Fiction, Action, Mystery",fr
Freud's Last Session,10000000,1697993,6.521,73,2023-12-22,109,Drama,en
Heaven Down Here,0,0,8.5,6,2023-12-14,84,"TV Movie, Drama",en
South Park (Not Suitable for Children),0,0,7.5,130,2023-12-20,47,"Animation, Comedy, TV Movie",en
Club Zero,0,0,5.754,57,2023-09-27,110,"Thriller, Drama, Comedy",fr
80 for Brady,28000000,29637811,6.4,146,2023-02-03,98,"Drama, Comedy",en
Chris Rock: Selective Outrage,0,0,6.053,122,2023-03-04,69,Comedy,en
Home for Rent,0,0,6.857,112,2023-04-06,124,"Horror, Thriller, Mystery",th
White Men Can't Jump,0,0,6.429,252,2023-05-11,101,"Comedy, Drama",en
Night of the Hunted,0,0,6.062,89,2023-10-12,95,"Horror, Mystery, Thriller",en
There's Something in the Barn,0,1295585,6.269,156,2023-11-02,100,"Horror, Comedy, Fantasy",en
The Wedding Veil Journey,0,0,7.676,17,2023-01-21,84,"TV Movie, Comedy, Romance",en
Sniper: Vengeance,0,0,6.167,6,2023-01-13,0,"Action, Adventure",zh
Sweetwater,0,0,7.1,21,2023-04-14,119,Drama,en
The Boat,0,0,4.924,33,2023-05-26,91,"Thriller, Drama",it
Gabriel's Redemption: Part I,0,0,6.9,77,2023-06-22,110,"Drama, Romance",en
Bunker,2500000,101045,7.117,30,2023-09-14,109,"Horror, Thriller, War",en
High School Serenade,0,0,7.0,1,2023-02-09,103,"Drama, Romance",id
The Naughty Nine,32000000,0,6.2,58,2023-11-09,83,"Family, Adventure, Comedy, TV Movie, Crime",en
New Normal,0,0,7.0,6,2023-11-08,111,"Horror, Thriller, Comedy",ko
The End of Sex,0,0,5.8,19,2023-04-28,87,"Comedy, Romance, Drama",en
Your Place or Mine,0,0,6.294,749,2023-02-10,109,"Romance, Comedy",en
The Machine,0,0,5.771,153,2023-05-25,112,"Comedy, Action, Crime",en
The Silent Service,0,0,9.5,2,2023-09-29,0,War,ja
Un amor,0,0,6.3,23,2023-11-10,129,"Drama, Romance",es
Maghrib Time,0,0,6.3,18,2023-02-09,104,Horror,id
Medellin,0,0,5.641,198,2023-06-01,104,"Action, Comedy",fr
Amityville Death Toilet,0,0,4.5,4,2023-01-05,72,"Comedy, Horror",en
Happy Ending,0,0,5.851,74,2023-09-01,93,"Romance, Comedy",nl
Happy Ending,0,0,5.851,74,2023-09-01,93,"Romance, Comedy",nl
A Tribe Called Judah,0,0,9.0,11,2023-12-15,134,"Comedy, Crime",en
Moon Garden,0,0,6.1,20,2023-05-19,96,"Fantasy, Horror, Drama",en
In Love and Deep Water,0,0,5.542,36,2023-11-16,127,"Romance, Comedy, Mystery, Thriller",ja
Timeless Heroes: Indiana Jones & Harrison Ford,0,0,7.7,18,2023-12-01,90,Documentary,en
Sira,0,0,6.75,4,2023-02-16,122,Drama,fr
Circus Maximus,0,0,6.735,17,2023-07-27,76,Music,en
Snoopy Presents: One-of-a-Kind Marcie,0,0,7.865,26,2023-08-17,39,"Animation, Family, Comedy",en
The Beanie Bubble,0,0,6.595,105,2023-07-21,110,"Comedy, Drama",en
A Not So Royal Christmas,0,0,7.1,9,2023-12-02,84,"TV Movie, Comedy, Romance",en
Yannick,0,3500000,7.199,511,2023-08-02,67,"Comedy, Drama",fr
Dead Shot,0,0,5.372,47,2023-08-18,92,"Action, Thriller",en
To End All War: Oppenheimer & the Atomic Bomb,0,0,7.771,205,2023-07-09,88,"Documentary, History",en
Waltair Veerayya,0,0,5.3,26,2023-01-13,160,"Action, Drama",te
Brother,0,0,5.731,13,2023-03-17,120,Drama,en
The Archies,0,0,6.2,50,2023-12-07,144,"Comedy, Drama, Music, Romance",hi
Female Workers: Romance at Work 3,0,0,0.0,0,2023-11-25,62,Romance,ko
Origin,38000000,4474931,6.707,41,2023-12-08,141,Drama,en
A Creature Was Stirring,0,0,5.7,50,2023-12-08,96,Horror,en
Lost in the Stars,9500000,334039200,6.4,74,2023-06-22,122,"Mystery, Crime, Thriller",zh
Huesera: The Bone Woman,0,0,5.822,314,2023-02-10,97,"Horror, Mystery, Drama",es
Panibugho,0,0,5.3,6,2023-01-06,110,Drama,tl
Marlowe,20000000,6262663,5.754,352,2023-02-15,109,Crime,en
Deep Sea Python,5000000,0,6.523,44,2023-02-02,74,"Thriller, Horror",zh
Bela Luna,0,0,4.2,4,2023-01-27,109,Drama,tl
The Village,0,494402,7.0,42,2023-04-21,120,Drama,ja
"Sorry, Charlie",0,0,6.0,12,2023-10-06,75,"Horror, Thriller",en
King Coal,0,0,10.0,1,2023-08-11,78,Documentary,en
Missing: The Lucie Blackman Case,0,0,6.99,50,2023-07-26,81,"Documentary, Crime",ja
Shades of Desire,0,0,7.2,20,2023-04-02,92,"Horror, Thriller",en
In Broad Daylight,650000,2000000,7.611,18,2023-11-02,106,Drama,cn
Nicole Kidman: Eyes Wide Open,0,0,7.4,9,2023-09-10,52,Documentary,fr
Virupaksha,0,0,7.0,23,2023-04-20,146,"Horror, Mystery, Thriller",te
Balik Taya,0,0,3.0,4,2023-03-31,97,Thriller,tl
Breakout,0,0,4.7,21,2023-04-11,85,"Action, Thriller",en
Rustin,0,0,6.686,169,2023-11-03,108,"Drama, History",en
Quiz Lady,0,0,6.705,215,2023-09-09,99,Comedy,en
The Last Night of Sandra M.,0,0,5.9,15,2023-12-15,80,Drama,es
Twisted Sister,0,0,4.75,4,2023-03-24,90,"Drama, Thriller, TV Movie",en
Finding Michael,0,0,5.25,11,2023-02-21,100,Documentary,en
The Night My Dad Saved Christmas,0,0,5.688,24,2023-12-01,0,"Comedy, Family",es
Under the Rainbow,3500000,0,6.375,16,2023-11-22,105,"Comedy, Drama",fr
Blood,0,0,6.564,179,2023-01-12,108,"Horror, Mystery, Thriller",en
Paradise,0,0,6.55,564,2023-06-24,117,"Science Fiction, Thriller",de
Night of the Missing,0,0,5.4,17,2023-11-30,73,Horror,en
Don't Look Away,0,0,4.804,23,2023-09-01,83,"Horror, Thriller",en
Electrophilia,0,0,6.2,4,2023-09-28,90,Drama,es
Like Water for Chocolate,0,0,6.3,3,2023-01-19,118,"Family, Romance, Drama",en
