title,budget,revenue,vote_average,vote_count,release_date,runtime,genres,original_language
Last Shoot Out,0,0,6.4,137,2021-12-03,86,"Western, Action, Thriller, Drama",en
Censor,0,314785,5.807,365,2021-06-11,84,"Horror, Mystery",en
The Seventh Day,0,0,5.287,261,2021-03-26,87,Horror,en
Rushed,0,0,6.969,49,2021-08-27,101,"Mystery, Thriller, Horror, Drama, Crime",en
Trees of Peace,0,0,7.2,77,2021-04-01,97,Drama,en
In the Earth,0,0,5.709,349,2021-04-16,107,"Horror, Science Fiction, Thriller",en
Wolf,0,199107,5.2,78,2021-12-03,100,Drama,en
Sounds Like Love,0,0,6.382,170,2021-09-29,110,"Comedy, Romance",es
Overrun,0,0,5.7,9,2021-08-16,105,"Action, Crime",en
Rose Skirt,0,0,0.0,0,2021-12-04,20,,zh
Justin Bieber: Our World,0,0,6.8,21,2021-10-08,94,"Music, Documentary",en
The Starling,0,0,6.961,281,2021-09-17,102,Drama,en
Young Adult Matters,0,0,6.4,24,2021-04-15,127,Drama,ko
Reno 911!: The Hunt for QAnon,0,0,5.943,96,2021-12-23,85,"TV Movie, Comedy",en
Witch Hunt,0,56415,6.712,267,2021-10-01,92,"Horror, Fantasy",en
Ted K,0,0,6.15,113,2021-10-29,120,"Drama, Crime",en
Seduced By Fame,0,0,3.5,2,2021-08-24,106,Comedy,en
Unknown Dimension: The Story of Paranormal Activity,0,0,6.487,39,2021-10-29,94,"Documentary, Horror",en
Moonlight Shadow,0,0,6.083,12,2021-09-10,92,Drama,ja
Three Wise Men and a Baby,0,0,8.184,38,2021-11-19,84,"TV Movie, Comedy, Drama",en
Echoes of the Past,0,0,6.6,19,2021-11-11,99,Drama,el
Pretty Daughters-in-law,0,0,0.0,0,2021-09-10,77,Romance,ko
Little Fish,0,39053,7.018,198,2021-02-05,101,"Romance, Science Fiction, Drama",en
The Year Earth Changed,0,0,8.0,96,2021-04-15,48,Documentary,en
A Kiss Before Christmas,0,0,6.1,55,2021-11-21,84,"TV Movie, Romance, Comedy, Drama",en
Misha and the Wolves,0,0,6.9,46,2021-09-03,90,"Documentary, Mystery",en
Roohi,2400000,3600000,4.4,27,2021-03-11,134,"Horror, Comedy",hi
Small World,0,0,7.78,93,2021-09-10,117,Crime,pl
A Hero,0,0,7.351,312,2021-12-15,127,Drama,fa
Trigger Point,0,29262,6.172,180,2021-04-23,82,"Action, Thriller, Mystery",en
Operation Varsity Blues: The College Admissions Scandal,0,0,6.9,128,2021-03-17,100,"Documentary, Crime, Drama, TV Movie",en
The Secret Diary of an Exchange Student,0,0,6.541,146,2021-08-18,96,"Comedy, Romance",pt
The Making of Happier Than Ever: A Love Letter to Los Angeles,0,0,7.5,2,2021-11-12,30,"Documentary, Music",en
Hostage: Missing Celebrity,6144000,13000000,6.9,35,2021-08-18,94,Action,ko
The United States vs. Billie Holiday,0,0,6.62,266,2021-03-31,131,"Music, Drama, History",en
Man of God,0,0,6.855,31,2021-08-26,109,"History, Drama",en
A Family,0,2168905,7.231,67,2021-01-29,136,"Crime, Drama",ja
Stalk-Queen,0,0,0.0,0,2021-07-14,0,Romance,ko
A Professor's Vengeance,0,0,6.708,12,2021-09-26,89,"TV Movie, Mystery, Thriller, Drama, Crime",en
White Sky,0,0,3.5,6,2021-10-19,105,"Science Fiction, Horror",en
Dorothy and Toto's Storytime: The Wonderful Wizard of Oz Part 2,0,0,0.0,0,2021-06-18,81,"Animation, Family, Fantasy",en
Red Stone,0,0,5.63,27,2021-12-03,100,"Action, Crime, Mystery, Thriller, Drama",en
Hellbender,0,67474,5.421,108,2021-09-28,83,Horror,en
Raise a Glass to Love,0,0,6.567,15,2021-09-18,84,"TV Movie, Romance, Comedy",en
A Journal for Jordan,25000000,6700000,7.0,110,2021-12-22,131,"Drama, Romance",en
Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,0,0,6.9,32,2021-07-30,94,"Animation, Action, Adventure, Fantasy",ja
The Most Beautiful Boy in the World,0,0,7.457,46,2021-07-30,93,Documentary,sv
Lulli,0,0,5.8,200,2021-12-26,90,"Comedy, Romance, Fantasy",pt
Two,0,4353761,5.402,322,2021-07-23,70,"Thriller, Horror",es
Biography: “Stone Cold” Steve Austin,0,0,7.75,4,2021-04-18,86,Documentary,en
Muppets Haunted Mansion,0,0,6.446,203,2021-10-08,52,"Comedy, Family, TV Movie",en
Time for Them to Come Home for Christmas,0,0,6.5,28,2021-11-27,84,"TV Movie, Comedy, Romance, Drama",en
Bra to panty: Hentai ga ippai,0,0,0.0,0,2021-12-03,70,Drama,ja
A Castle for Christmas,0,0,6.019,309,2021-11-26,98,"Comedy, Adventure",en
Bram Stoker's Van Helsing,0,0,5.831,80,2021-03-29,86,Horror,en
The Hole in the Fence,0,0,5.821,14,2021-10-04,102,Drama,es
They Talk,0,31907,4.5,28,2021-07-29,96,"Horror, Mystery, Thriller",it
Man in Love,0,0,7.032,63,2021-04-01,115,"Romance, Drama",zh
The Blind Man Who Did Not Want to See Titanic,400000,0,7.295,39,2021-09-10,82,"Drama, Romance, Thriller",fi
Starstruck: Gene Kelly's Love Letter to Ballet,0,0,8.0,1,2021-11-26,59,Music,en
Ouija O Encontro Mortal,0,0,4.9,59,2021-06-14,87,Horror,pt
Kally’s Mashup: A Very Kally's Birthday,0,0,8.1,94,2021-07-30,100,"Music, Family, TV Movie, Romance",es
French Exit,0,0,5.704,137,2021-02-12,113,"Comedy, Drama",en
The Sword,0,0,5.3,3,2021-10-18,64,,zh
Red Soil,0,0,6.486,69,2021-08-11,86,Drama,fr
Switched Before Birth,0,0,6.5,10,2021-10-23,84,"TV Movie, Drama",en
Per tutta la vita,0,0,5.835,103,2021-11-11,101,"Romance, Comedy, Drama",it
The Perfect Family,0,1401254,5.517,115,2021-12-03,110,"Comedy, Drama, Family",es
Jan-e-Man,0,0,7.923,13,2021-11-19,147,"Drama, Comedy",ml
Slumber Party Massacre,0,0,5.3,87,2021-09-27,86,"Horror, Comedy",en
The Rescue,0,946634,7.9,212,2021-10-08,107,"Documentary, Drama",en
Toying with the Holidays,0,0,6.6,19,2021-12-18,84,"TV Movie, Comedy, Romance, Drama",en
Official Competition,0,0,6.715,358,2021-09-04,114,"Comedy, Drama",es
Deadly Illusions,0,0,5.0,316,2021-03-18,114,"Thriller, Drama",en
Creating The Queen's Gambit,0,0,7.8,118,2021-01-10,14,Documentary,en
Maixabel,0,0,7.2,102,2021-09-24,115,Drama,es
Dakaichi: I'm Being Harassed by the Sexiest Man of the Year—The Movie: In Spain,0,0,7.6,14,2021-10-09,78,"Animation, Drama, Comedy, Romance",ja
Burning at Both Ends,0,0,6.196,28,2021-09-30,110,"Drama, History, War",en
Crime à Biot,0,0,5.8,4,2021-09-27,95,"Drama, Crime, Thriller, TV Movie",fr
Toys of Terror,0,0,5.905,21,2021-12-02,89,Horror,en
Private Network: Who Killed Manuel Buendía?,0,0,7.3,12,2021-07-14,100,"Documentary, History",es
Nothing to Laugh About,0,0,6.9,15,2021-09-10,107,"Comedy, Drama",no
"Maggie Simpson in ""The Force Awakens from Its Nap""",0,0,6.667,183,2021-05-04,3,"Family, Animation, Comedy, Science Fiction",en
Single All the Way,0,0,6.5,363,2021-12-02,99,"Romance, Comedy",en
Crazy About Her,0,0,7.235,454,2021-02-26,102,"Comedy, Romance",es
Happily,0,0,5.698,110,2021-03-19,96,"Comedy, Romance, Science Fiction, Thriller",en
Show Me the Ghost,0,0,7.466,44,2021-09-09,82,"Horror, Comedy",ko
Till We Meet Again,0,0,6.6,31,2021-11-24,128,"Fantasy, Romance, Adventure",zh
"Sisters, But It's Okay",0,0,0.0,0,2021-12-03,70,Drama,ko
Blue Bayou,0,750000,7.483,261,2021-09-10,117,Drama,en
The Old Ways,0,0,6.817,327,2021-04-04,90,"Horror, Fantasy",en
Aria the Crepuscolo,0,0,7.7,9,2021-03-05,60,"Animation, Comedy, Science Fiction, Fantasy",ja
Roadhouse Romance,0,0,7.386,22,2021-09-11,84,"TV Movie, Comedy, Romance, Drama",en
The Crypt Monster,0,3962,4.765,65,2021-08-12,117,"Comedy, Horror",it
Tasty Sex and Fairy,0,0,0.0,0,2021-02-12,80,Romance,ko
Head of Empty House,0,0,10.0,1,2021-03-01,94,"Drama, Romance",ko
Spiritwalker,0,0,6.316,68,2021-10-17,108,"Action, Mystery, Thriller, Fantasy",ko
Boogie,20000000,0,5.7,76,2021-03-05,89,Drama,en
REC,13,0,7.5,2,2021-04-05,1,"Crime, Mystery",id
Great Freedom,0,218511,7.231,143,2021-11-18,116,"Drama, Romance, Crime",de
Lantern's Lane,0,0,5.7,48,2021-11-05,95,"Horror, Comedy",en
Hit the Road,0,985853,6.91,100,2021-10-29,94,"Comedy, Drama",fa
Still Out of My League,0,0,6.584,202,2021-09-16,113,"Romance, Comedy",it
Gaia,0,47863,5.9,196,2021-06-18,97,"Horror, Fantasy, Drama",en
Road to Wadesboro- Evil Dead 2 Locations,0,0,6.1,4,2021-08-29,0,Documentary,en
Final Set,0,0,6.169,166,2021-06-16,113,Drama,fr
The Time Thief,0,0,7.05,10,2021-11-19,114,"Fantasy, Science Fiction",fr
The King of Laughter,0,0,7.528,179,2021-09-09,133,"Drama, History",it
Don't Kill Me,0,0,4.558,156,2021-04-21,90,Horror,it
Three Wishes for Cinderella,0,0,7.0,170,2021-11-12,89,"Fantasy, Family",no
Kamikaze Love Volume 6 - Dangerous Desires,0,0,0.0,0,2021-09-21,29,,en
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",0,3696069,7.659,186,2021-07-02,117,"Music, Documentary, History",en
Heaven's Gate Boksangsa Temple,0,0,0.0,0,2021-07-26,74,Romance,ko
Black as Night,0,0,5.5,123,2021-10-01,87,"Horror, Thriller",en
Her Pen Pal,0,0,6.576,46,2021-06-19,84,"Romance, Comedy, TV Movie",en
A House on the Bayou,0,0,5.711,159,2021-11-19,89,"Horror, Mystery, Thriller",en
Daisy Quokka: World's Scariest Animal,0,0,6.5,72,2021-02-04,88,"Animation, Comedy, Family",en
Aftermath,0,0,6.224,588,2021-08-04,114,"Horror, Crime, Drama, Thriller",en
"Signed, Sealed, Delivered: The Vows We Have Made",0,0,7.0,20,2021-10-17,84,"TV Movie, Romance, Comedy, Mystery",en
Give Them Wings,238000,0,8.5,8,2021-11-20,113,Drama,en
Die in a Gunfight,4000000,31395,5.449,128,2021-07-01,92,"Action, Comedy, Romance",en
7 Women and a Murder,0,0,5.5,349,2021-12-25,84,"Comedy, Mystery, Crime",it
Meet You at the Hippos,0,0,0.0,0,2021-11-30,59,"Documentary, History",en
Shh! Sister's Secret,0,0,0.0,0,2021-06-25,90,"Drama, Romance",ko
It Hatched,0,0,3.1,4,2021-10-21,96,"Comedy, Horror",en
The Making of 'Rocky vs. Drago',0,0,5.7,10,2021-10-30,93,Documentary,en
Go! Saitama,0,0,8.6,7,2021-09-23,2,"Animation, Comedy",ja
Satyameva Jayate 2,2850000,0,5.476,21,2021-11-25,141,"Action, Crime, Drama, Thriller",hi
Needle in a Timestack,0,0,5.357,56,2021-10-15,111,"Drama, Romance, Science Fiction",en
Dhamaka,0,0,6.9,90,2021-11-19,104,"Thriller, Drama, Crime",hi
Rise of the Mummy,0,0,5.5,44,2021-04-03,90,"Horror, Science Fiction",en
Blood Moon,0,0,6.0,42,2021-03-26,82,"Fantasy, Horror, Thriller, TV Movie",en
Double Dad,0,0,6.679,170,2021-01-15,103,"Comedy, Drama, Family",pt
The Last Zombie,0,0,6.6,7,2021-12-02,85,Horror,es
2gether: The Movie,0,0,7.38,25,2021-04-22,107,"Music, Romance, Drama",th
Je te veux moi non plus,0,0,5.587,155,2021-03-26,100,"Comedy, Romance",fr
The Everlasting Story,0,0,7.409,22,2021-10-28,100,"Animation, Adventure, Family",ru
Barbarians,0,10532,5.325,63,2021-09-23,90,"Thriller, Horror",en
Horror in the High Desert,0,0,6.0,77,2021-03-27,80,Horror,en
A Cinderella Story: Starstruck,0,0,7.0,131,2021-06-29,100,"Romance, Comedy, Music",en
A Taste of Hunger,0,0,5.989,47,2021-06-24,104,"Romance, Drama",da
Uppena,0,0,5.8,15,2021-02-12,147,Drama,te
The War Below,0,0,6.559,51,2021-09-10,97,"War, Drama, History",en
Fantasies,0,0,4.99,103,2021-08-18,102,"Comedy, Romance",fr
Kind Daughter's Inside Story,0,0,10.0,1,2021-03-01,67,"Drama, Romance",ko
Wild Kratts: Cats and Dogs,0,0,0.0,0,2021-07-12,48,Animation,en
Jimmy Savile: The People Who Knew,0,0,0.0,0,2021-08-07,76,Documentary,en
Younger Sister Monica,0,0,5.0,1,2021-06-14,60,"Drama, Romance",ko
Aranmanai 3,0,0,3.5,9,2021-10-14,155,"Comedy, Horror, Drama",ta
Kaamelott: The First Chapter,17516235,19002036,6.635,675,2021-07-21,120,"Adventure, Fantasy, Comedy",fr
Karem the Possession,0,0,5.5,12,2021-12-31,90,Horror,es
The Raccoon; The King of Survivalism,0,0,7.0,3,2021-01-01,51,Documentary,fr
Silab,0,0,4.2,5,2021-07-09,110,Drama,tl
Silk Road,5900000,0,6.306,201,2021-02-19,116,"Crime, Thriller",en
1000 Miles From Christmas,0,0,6.313,112,2021-12-24,102,"Comedy, Romance, Family",es
The House Next Door: Meet the Blacks 2,0,2893660,5.3,51,2021-06-11,97,Comedy,en
The Reckoning,0,596806,6.498,207,2021-02-05,111,"Horror, Drama",en
Student Council Staff Members Movie 2,0,0,6.2,12,2021-01-01,78,"Animation, Comedy",ja
"Woodstock 99: Peace, Love, and Rage",0,0,6.6,78,2021-07-23,110,"Documentary, Music",en
Good on Paper,0,0,5.565,306,2021-06-23,92,"Comedy, Romance",en
Last Man Standing: Suge Knight and the Murders of Biggie and Tupac,0,0,6.65,10,2021-07-02,105,"Documentary, Music, Crime",en
Devil In Dune,0,0,7.0,17,2021-12-03,78,"Science Fiction, Action",zh
You're Not Safe Here,0,0,6.5,6,2021-07-31,90,"Thriller, TV Movie",en
The Curse of Turandot,0,0,4.5,12,2021-10-15,0,"Action, Fantasy, Romance",zh
Music,16000000,645949,5.401,147,2021-01-14,107,"Music, Drama",en
The Fall,0,0,0.0,0,2021-07-10,22,Drama,en
Dayı: Bir Adamın Hikâyesi,0,1209996,5.8,16,2021-12-10,0,"Drama, Adventure, Romance",tr
The Falls,0,0,6.8,55,2021-10-29,129,Drama,zh
Benediction,0,847418,6.0,58,2021-12-23,137,"Drama, History, War",en
Blue Miracle,0,0,7.356,275,2021-05-27,95,"Adventure, Drama, Family",en
How Toilet Sensors Actually Work,3500,0,0.0,0,2021-01-12,12,Comedy,en
Warning,0,0,4.824,105,2021-10-22,85,Science Fiction,en
Inferno Rosso: Joe D'Amato on the Road of Excess,0,0,6.5,3,2021-09-05,73,Documentary,it
BIA: An Upside Down World,0,0,7.8,124,2021-02-19,91,"Comedy, Drama, Family",es
Escape from Kabul,0,0,7.0,21,2021-09-21,82,Documentary,en
Ben Gen 10,0,0,6.1,112,2021-06-05,45,Animation,en
Krass Klassenfahrt - Der Kinofilm,0,0,5.917,13,2021-11-11,97,Comedy,de
Breathless,1200000,0,5.8,33,2021-08-11,106,"Crime, Drama, Thriller",es
Battlefield 2025,0,0,4.143,7,2021-02-22,85,"Science Fiction, Horror, Action",en
Pompo the Cinephile,0,0,7.019,54,2021-06-04,94,"Animation, Comedy, Drama, Family",ja
Zero-One Others: Kamen Rider Vulcan & Valkyrie,0,0,7.0,5,2021-08-27,47,"Action, Drama, Science Fiction",ja
Morrison,0,29519,5.409,22,2021-05-20,98,Drama,it
Petite Maman,3100000,1024575,7.2,370,2021-06-02,72,"Drama, Fantasy",fr
Nahuel and the Magic Book,2000000,0,7.981,26,2021-04-20,98,"Animation, Fantasy",es
Attack on Finland,8476000,0,5.685,62,2021-11-19,115,"Action, Thriller",fi
American Girl,0,0,6.6,30,2021-12-03,101,Drama,zh
Nitram,0,0,6.955,167,2021-09-30,112,"Mystery, Thriller, Crime, Drama",en
Flee,3400000,712229,7.797,353,2021-06-17,89,"Documentary, Animation",da
Le déluge du Saguenay : une tragédie humaine,0,0,8.0,1,2021-07-17,0,Documentary,fr
Father Christmas Is Back,0,0,4.649,154,2021-11-07,105,"Comedy, Family",en
The Santa Stakeout,0,0,6.472,18,2021-10-24,84,"TV Movie, Comedy, Romance, Crime",en
Windstorm: The Great Hurricane,0,0,6.578,32,2021-07-29,96,"Family, Adventure, Drama",de
Moxie,0,0,7.311,786,2021-03-03,111,"Comedy, Drama, Music",en
Chess Story,0,0,7.1,115,2021-09-23,111,"History, Drama, War, Thriller",de
Office Sex 2021,0,0,0.0,0,2021-07-23,60,"Drama, Romance",ko
Demon Slayer Orchestra Concert-Mugen Train ARC,0,0,0.0,0,2021-09-04,0,Music,ja
The Killing of Two Lovers,0,0,6.4,83,2021-02-23,84,"Drama, Thriller",en
Here Are the Young Men,0,19000,5.702,42,2021-05-27,96,Drama,en
This Is the Night,10000000,0,5.707,29,2021-09-17,100,Drama,en
Row 19,0,0,5.56,109,2021-11-11,77,"Horror, Thriller",ru
Younger Church Sister,0,0,0.0,0,2021-04-07,87,Romance,ko
Part-Time Girlfriend,0,0,5.7,6,2021-09-21,109,"Romance, Comedy",cn
The Beta Test,0,0,6.138,206,2021-10-15,93,"Thriller, Horror, Comedy",en
Survive the Game,0,0,5.4,170,2021-10-08,97,"Action, Thriller, Crime",en
Where Is Anne Frank,22000000,0,6.8,61,2021-12-08,99,"Animation, Drama, Family, History",en
Dietro la notte,0,0,5.9,19,2021-04-28,0,Thriller,it
Glasshouse,0,0,6.5,21,2021-08-16,94,"Thriller, Science Fiction, Drama",en
Blood Type O Watermelon Maid,0,0,6.8,14,2021-01-08,70,"Drama, Romance",ko
Caged,0,0,6.267,116,2021-01-26,81,"Thriller, Horror, Drama",en
A Love to Remember,0,0,6.368,19,2021-03-12,85,"TV Movie, Romance",en
Atrangi Re,0,0,6.6,46,2021-12-24,138,"Comedy, Drama, Romance",hi
Bo Burnham: Inside,0,0,8.048,475,2021-07-22,87,"Comedy, Drama",en
The Sniper,0,0,4.0,2,2021-11-19,95,,zh
Death She Wrote,0,0,3.0,2,2021-08-06,87,"TV Movie, Thriller, Drama",en
Salim & His Noodle Family,0,0,0.0,0,2021-11-10,0,Drama,id
Incantation,0,0,5.639,18,2021-08-18,80,"Horror, Thriller",zh
The Yin Yang Master,0,0,6.728,81,2021-02-12,113,"Action, Adventure, Drama, Fantasy, Romance",zh
Super Monsters: Once Upon a Rhyme,0,0,6.1,69,2021-06-01,25,Animation,en
10 palomas,0,0,6.8,36,2021-03-22,83,"Crime, Action, Drama",es
Delicious,5000000,8356097,6.919,259,2021-09-08,112,"History, Comedy, Drama",fr
Django & Django: Sergio Corbucci Unchained,0,0,7.053,37,2021-11-15,77,Documentary,en
Seaspiracy,0,0,7.858,405,2021-03-23,89,"Documentary, Crime",en
Pretty Housekeeper 2: Kind Lady,0,0,5.0,1,2021-04-30,62,Romance,ko
Mascarpone,0,0,5.8,68,2021-11-24,101,"Drama, Comedy",it
Misfit,0,354068,8.031,211,2021-10-14,90,"Comedy, Romance",es
Moonbound,2000000,6666618,6.4,87,2021-06-24,81,"Animation, Adventure, Comedy",de
Hunted,0,0,6.241,168,2021-02-03,87,"Action, Thriller, Horror",en
The Yagyu Ninja Scrolls,0,0,0.0,0,2021-12-16,0,,ja
Entangled,0,0,6.703,320,2021-11-12,93,"Science Fiction, Thriller, Drama",en
Naked Fist,0,0,0.0,0,2021-08-30,51,Drama,ja
Aurora Teagarden Mysteries: Til Death Do Us Part,0,0,7.294,34,2021-06-13,84,"TV Movie, Mystery, Crime",en
Bartkowiak,0,0,6.057,150,2021-07-28,91,"Action, Thriller",pl
The Long Home,0,0,0.0,0,2021-01-01,96,Drama,en
The Night Doctor,0,0,6.5,160,2021-06-16,82,"Drama, Thriller",fr
The Possessed,0,0,6.26,52,2021-10-29,97,"Horror, Thriller",en
New York Ninja,0,0,5.0,26,2021-10-02,92,"Action, Crime",en
A Royal Queens Christmas,0,0,6.585,41,2021-12-11,84,"TV Movie, Comedy, Romance, Drama",en
Mimi,0,0,6.8,69,2021-07-26,132,"Comedy, Drama",hi
18 Year Old Adult Actress Lee Soo's Sex Fantasy,0,0,3.5,2,2021-01-21,74,Romance,ko
Shiddat,0,0,7.55,20,2021-10-01,146,"Romance, Drama",hi
Taking the Reins,0,0,7.1,25,2021-09-25,84,"TV Movie, Comedy, Romance",en
Sundown,0,229257,6.174,170,2021-10-09,82,Drama,en
Love Strikes Twice,0,0,6.595,21,2021-10-02,84,"TV Movie, Comedy, Romance, Mystery, Drama",en
"Love, Lost & Found",0,0,6.95,20,2021-01-06,88,Romance,en
A Man Named Scott,0,0,7.481,27,2021-11-05,95,"Documentary, Music",en
Falling for Figaro,0,1073966,6.726,42,2021-10-01,104,"Romance, Comedy, Music",en
Afterlife of the Party,0,0,6.705,459,2021-09-02,109,"Fantasy, Comedy, Drama",en
Sex Doll: Her Temperature,0,0,0.0,0,2021-06-21,71,Drama,ko
Why Did You Kill Me?,0,0,6.0,144,2021-04-07,83,"Documentary, Crime",en
My Best Friend Anne Frank,0,0,6.853,241,2021-10-07,103,"History, War, Drama",nl
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,2550000,0,7.7,25,2021-04-23,104,Animation,ja
Box,0,0,6.245,49,2021-07-16,73,Horror,en
Come from Away,0,0,7.551,39,2021-09-09,107,"Comedy, Drama",en
The Swarm,0,0,5.781,457,2021-04-09,101,"Horror, Drama",fr
Peaceful,0,0,7.14,93,2021-07-16,120,Drama,fr
"Killer, Trader and Psychopath: The America of Bret Easton Ellis",0,0,6.0,8,2021-09-15,54,"Documentary, History, TV Movie",fr
Demonic,0,68581,4.902,234,2021-07-29,104,"Drama, Horror, Science Fiction",en
Ura Aka: L'Aventure,0,0,6.0,3,2021-04-21,100,"Drama, Romance",ja
A Naija Christmas,0,0,6.8,46,2021-12-16,121,"Comedy, Romance",en
Untitled Horror Movie,0,0,4.255,49,2021-06-12,87,"Horror, Comedy",en
The Danger Next Door,0,0,3.7,7,2021-10-24,87,"Thriller, TV Movie",en
Flowers & Honey,0,0,6.438,8,2021-09-06,0,"TV Movie, Romance",en
Gump,0,0,6.2,8,2021-07-22,88,"Family, Adventure, Drama",cs
Yakuza Princess,0,0,6.158,203,2021-08-26,112,"Action, Thriller",pt
Nona,0,0,6.2,73,2021-08-27,7,Animation,en
God of Massage,0,0,5.0,1,2021-06-11,67,Drama,ko
A Cop Movie,0,0,7.404,57,2021-10-28,107,"Documentary, Crime, Drama",es
Fairtown,1000,0,10.0,1,2021-04-12,9,Documentary,en
The Witch,1000000,0,6.0,3,2021-10-28,90,"Drama, Horror",es
"Crack: Cocaine, Corruption & Conspiracy",0,0,6.8,78,2021-01-11,89,Documentary,en
I Am Zlatan,0,0,5.695,141,2021-11-11,100,Drama,sv
Ginger's Tale,0,0,6.909,11,2021-02-04,88,Animation,ru
Burning,0,0,7.0,13,2021-09-09,86,Documentary,en
Gaza Mon Amour,0,0,5.932,22,2021-06-04,87,"Drama, Comedy, Romance",ar
The Catholic School,0,0,6.218,408,2021-10-07,107,Drama,it
The Secret of Sinchanee,0,0,6.0,36,2021-10-08,115,Horror,en
Jingle Bell Princess,0,0,6.636,33,2021-12-04,85,"TV Movie, Comedy, Drama, Romance",en
Fight Against Evil,0,0,6.4,7,2021-10-04,83,"Crime, Drama",zh
The Girl on the Train,0,0,5.9,74,2021-02-26,128,"Drama, Thriller",hi
Indiana Jones: The Search for the Lost Golden Age,0,0,7.7,26,2021-05-07,53,"Documentary, TV Movie",fr
The Black Square,0,0,5.263,20,2021-11-25,105,"Comedy, Crime",de
Curious George: Cape Ahoy,0,0,4.0,8,2021-09-30,88,"Animation, Adventure, Comedy",en
Attica,0,0,7.214,35,2021-09-09,117,Documentary,en
Baggio: The Divine Ponytail,0,0,6.393,411,2021-05-26,91,Drama,it
Orca Vs. Great White,0,0,6.1,8,2021-07-09,0,Documentary,en
Koati,0,0,7.108,83,2021-10-22,92,Animation,en
A Perfect Enemy,0,0,6.4,147,2021-06-11,89,"Drama, Mystery, Thriller",en
Bingo Hell,0,0,4.728,114,2021-10-01,85,"Thriller, Horror",en
PVT Chat,0,0,5.609,54,2021-02-05,86,Drama,en
Take Back,0,0,5.976,62,2021-06-18,90,"Action, Thriller, Crime",en
The Night Belongs to Lovers,0,0,6.2,13,2021-12-16,88,"Romance, Drama",fr
Pray Away,0,0,6.7,93,2021-06-16,101,Documentary,en
Fate/kaleid liner Prisma☆Illya: Licht Nameless Girl,0,0,5.7,8,2021-08-27,0,"Action, Animation, Fantasy",ja
Naturist Cleaners,0,0,3.3,3,2021-06-01,30,"Documentary, TV Movie",en
Palitan,0,0,5.5,8,2021-12-10,103,"Drama, Romance",tl
Here We Are,0,0,6.3,22,2021-03-12,94,Drama,he
Camp Confidential: America's Secret Nazis,0,0,6.303,33,2021-09-24,34,"Documentary, Animation, History",en
Croc Tsunami,0,0,5.2,16,2021-07-16,78,"Horror, Action, Drama",zh
The Man Who Sold His Skin,0,0,6.616,115,2021-03-15,104,Drama,ar
The East,0,0,6.0,54,2021-08-13,137,"War, Drama, Thriller, History",nl
"My Husband, My Lover",0,0,4.8,5,2021-11-26,109,"Romance, Drama",tl
Bergman Island,0,589895,6.191,194,2021-07-14,113,"Drama, Romance",en
Modern Love,0,0,5.25,4,2021-02-14,87,"Romance, Comedy, Drama",en
A Father's Legacy,0,0,7.3,25,2021-06-17,98,Drama,en
They Had Sex at A's House,0,0,0.0,0,2021-09-17,72,Romance,ko
"Blood Type A, A Big Breasted Girlfriend",0,0,0.0,0,2021-01-01,70,,ko
Beans,0,0,6.4,24,2021-03-30,92,Drama,en
Land of the Sons,0,0,6.165,97,2021-07-01,118,Science Fiction,it
Sister-in-law's Taste 2,0,0,6.3,3,2021-01-20,71,Romance,ko
Jungle Run,0,0,6.059,101,2021-06-24,86,"Adventure, Action",en
Best Sellers,0,0,6.39,118,2021-09-09,100,"Comedy, Drama",en
How to Deter a Robber,0,0,4.923,13,2021-07-16,85,"Comedy, Crime",en
The Wasteland,0,0,5.165,188,2021-10-12,91,"Drama, Horror, Thriller",es
Girl Next,1000000,0,5.25,24,2021-06-18,102,"Horror, Thriller",en
Les Bodin's en Thaïlande,8102011,0,6.1,45,2021-11-17,98,Comedy,fr
Fortune Favors Lady Nikuko,0,0,7.096,52,2021-06-11,97,"Animation, Drama, Family, Comedy",ja
Phantastische Harry Potter Momente - Das große SAT.1 Spezial,0,0,6.793,29,2021-10-31,0,Documentary,de
Home,0,0,6.755,55,2021-07-29,100,Drama,en
False Positive,0,0,5.688,168,2021-06-18,93,"Horror, Mystery, Thriller",en
Shark: The Beginning,0,0,7.141,32,2021-11-26,108,"Action, Drama",ko
Yara,0,0,6.268,379,2021-10-18,96,Drama,it
Val,0,0,7.088,160,2021-07-23,109,Documentary,en
Marvel Studios' 2021 Disney+ Day Special,0,0,6.893,28,2021-11-12,14,Documentary,en
Gully,0,0,5.458,59,2021-06-04,81,"Drama, Crime",en
The Killing Business,0,0,5.0,1,2021-12-15,2,Comedy,en
Superhost,0,0,5.865,144,2021-08-14,83,"Horror, Thriller",en
Qismat 2,0,4700000,7.5,1,2021-09-23,150,"Comedy, Drama, Romance",pa
Twittering Birds Never Fly: Don't Stay Gold,0,0,6.5,10,2021-03-01,24,"Animation, Drama",ja
R.I.A.,0,0,5.4,20,2021-01-26,95,"Adventure, Science Fiction, Thriller",en
The Divide,5000000,2178083,6.646,147,2021-10-27,98,Drama,fr
Hostage House,0,0,6.523,44,2021-07-27,90,"Thriller, TV Movie",en
NTR Nude Model,0,0,4.0,1,2021-12-21,76,"Drama, Romance",ko
