title,production_countries,revenue,id,genres,vote_count,original_language,imdb_id,release_date,popularity,budget,vote_average,runtime
House of Ga'a,"[{'iso_3166_1': 'NG', 'name': 'Nigeria'}]",0,1311550,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",78,en,tt31691318,2024-07-26,248.579,0,5.724,120
Rez Ball,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,858414,"[{'id': 18, 'name': 'Drama'}]",27,en,tt15181360,2024-09-08,248.426,0,6.222,113
Harry Potter and the Philosopher's Stone,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",976475550,671,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",27163,en,tt0241527,2001-11-16,246.557,125000000,7.913,152
The Ministry of Ungentlemanly Warfare,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",27450915,799583,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",1063,en,tt5177120,2024-04-18,245.537,60000000,7.119,120
Tatsulok: Tatlo Magkasalo,"[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",0,1357459,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,tl,tt33475745,2024-10-11,244.614,0,0.0,96
Cinderella's Curse,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",47300,1130053,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",23,en,tt27819388,2024-05-31,243.406,0,5.0,82
The Exorcism,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6354317,646683,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",213,en,tt11240348,2024-05-30,242.36,22000000,5.049,96
Alienoid,"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",12109608,601796,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",416,ko,tt20168564,2022-07-20,239.787,24500000,6.84,142
Alice in Terrorland,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,1174618,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",155,en,tt22398528,2023-12-26,239.075,0,5.939,77
Titanic,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2264162353,597,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",25158,en,tt0120338,1997-11-18,236.841,200000000,7.906,194
The Lord of the Rings: The Fellowship of the Ring,"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",871368364,120,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",24941,en,tt0120737,2001-12-18,235.25,93000000,8.416,179
The Marvels,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",207089999,609681,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",2609,en,tt10676048,2023-11-08,226.6,274800000,6.067,105
Five Nights at Freddy's,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",294803785,507089,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",3953,en,tt4589218,2023-10-25,225.866,20000000,7.565,110
Killer Heat,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1108566,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",107,en,tt27419292,2024-09-25,225.388,0,6.196,97
The Instigators,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11098,1059064,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",333,en,tt24169886,2024-08-02,222.401,0,6.207,102
Creation of the Gods I: Kingdom of Storms,"[{'iso_3166_1': 'CN', 'name': 'China'}]",369081777,856289,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10752, 'name': 'War'}]",354,zh,tt6979756,2023-07-15,220.825,85000000,7.105,148
Watchmen: Chapter I,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1155058,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",82,en,tt32627540,2024-08-12,218.203,0,7.701,84
Lassie: A New Adventure,"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",4918295,1088563,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",10,de,tt23023256,2023-07-27,217.529,0,6.4,88
Under Paris,"[{'iso_3166_1': 'FR', 'name': 'France'}]",0,1001311,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1124,fr,tt13964390,2024-06-04,216.297,0,6.017,104
Spider-Man: No Way Home,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1921847111,634649,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",19928,en,tt10872600,2021-12-15,215.126,200000000,7.96,148
Moana 2,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1241982,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",0,en,tt13622970,2024-11-27,214.191,0,0.0,0
Out of Exile,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,729165,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",39,en,tt12661008,2023-01-20,208.303,0,6.436,107
The Lord of the Rings: The Return of the King,"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1118888979,122,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",24003,en,tt0167260,2003-12-17,208.239,94000000,8.5,201
The Bench,[],0,1307178,"[{'id': 27, 'name': 'Horror'}]",0,en,tt2322611,2024-06-21,206.088,0,0.0,75
The Deliverance,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,930600,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",342,en,tt4196566,2024-08-16,204.92,0,6.26,112
Sonic the Hedgehog 3,"[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",0,939243,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",0,en,tt18259086,2024-12-19,202.307,225000000,0.0,0
Spider-Man: Across the Spider-Verse,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",690897910,569094,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",6823,en,tt9362722,2023-05-31,201.696,100000000,8.358,140
Jurassic World Dominion,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1001978080,507086,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5998,en,tt8041270,2022-06-01,199.42,165000000,6.698,147
Beverly Hills Cop: Axel F,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,280180,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1008,en,tt3083016,2024-06-20,199.403,150000000,6.778,118
Oppenheimer,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",952000000,872585,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",9029,en,tt15398776,2023-07-19,199.293,100000000,8.1,181
3 Days in Malay,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1152624,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",27,en,tt21158192,2023-08-11,198.776,0,5.2,99
The Idea of You,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",36178,843527,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1378,en,tt9466114,2024-05-02,198.716,0,7.403,116
One Fast Move,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1281826,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",143,en,tt21096576,2024-08-07,197.833,0,6.678,107
Ex-Husbands,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1105545,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2,en,tt21347764,2024-06-07,197.539,0,6.2,98
The Smoke Master,"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",0,950526,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",70,pt,tt14694192,2023-05-18,197.071,120000,7.414,104
Harry Potter and the Chamber of Secrets,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",876688482,672,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",21737,en,tt0295297,2002-11-13,193.923,100000000,7.72,161
The Lion King,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",763455561,8587,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",18121,en,tt0110357,1994-06-24,193.354,45000000,8.258,89
Divorce,"[{'iso_3166_1': 'PL', 'name': 'Poland'}]",0,1281933,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",19,pl,tt33307315,2024-09-25,190.236,0,6.447,91
Untamed Royals,"[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",0,1298238,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",56,es,tt31227161,2024-08-27,189.738,0,5.25,99
The Watchers,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",51147812,1086747,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",909,en,tt26736843,2024-06-06,187.165,30000000,6.485,102
Immaculate,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",28369692,1041613,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1090,en,tt23137390,2024-03-20,186.721,9000000,6.306,89
Thelma,"[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9818454,1051891,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",122,en,tt23778968,2024-06-21,186.277,5000000,7.1,98
Land of Bad,"[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6461949,969492,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 53, 'name': 'Thriller'}]",1077,en,tt19864802,2024-01-25,186.241,18000000,7.3,113
Tarot,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",48027934,719221,"[{'id': 27, 'name': 'Horror'}]",902,en,tt14088510,2024-05-01,182.704,8000000,6.7,92
The Boy and the Heron,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",294200000,508883,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",1659,ja,tt6587046,2023-07-14,181.853,50000000,7.5,124
Blade Runner 2049,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",259239658,335984,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",13492,en,tt1856101,2017-10-04,181.629,150000000,7.567,164
A True Gentleman,"[{'iso_3166_1': 'TR', 'name': 'Turkey'}]",0,1352821,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",13,tr,tt23218054,2024-09-25,181.616,0,5.462,110
Harry Potter and the Prisoner of Azkaban,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",789804554,673,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",21357,en,tt0304141,2004-05-31,180.3,130000000,8.019,141
Hit Man,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5101673,974635,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",871,en,tt20215968,2024-05-16,180.177,8800000,6.9,116
Alien,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",104931801,348,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",14573,en,tt0078748,1979-05-25,178.143,11000000,8.157,117
Something in the Water,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,804616,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",156,en,tt22863968,2024-03-22,177.565,0,6.026,86
Non Negotiable,"[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",0,1309923,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",89,es,tt31227221,2024-07-25,176.317,0,6.034,86
The Bad Guys: Haunted Heist,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1329336,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",32,en,tt33130902,2024-10-02,176.007,0,7.25,25
The First Omen,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",53845880,437342,"[{'id': 27, 'name': 'Horror'}]",841,en,tt5672290,2024-04-03,175.881,30000000,6.879,119
Killer Babes,"[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",0,1227624,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",25,es,tt29897924,2024-09-06,175.63,0,7.66,95
Uglies,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,748167,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",488,en,tt13186604,2024-09-12,175.534,0,5.974,100
Megalopolis,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8538127,592831,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",119,en,tt10128846,2024-09-25,173.957,120000000,5.252,138
Back to Black,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",47488435,998846,"[{'id': 10402, 'name': 'Music'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",375,en,tt21261712,2024-04-11,173.394,30000000,6.719,122
Anyone But You,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",214891370,1072790,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2081,en,tt26047818,2023-12-21,173.383,25000000,6.964,103
Red One,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,845781,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",0,en,tt14948432,2024-10-07,172.941,250000000,0.0,124
Turning Red,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",21328962,508947,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",5152,en,tt8097030,2022-03-10,170.979,175000000,7.37,100
Atlas,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,614933,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",1164,en,tt14856980,2024-05-23,170.96,100000000,6.829,120
Interstellar,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",701729206,157336,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",35307,en,tt0816692,2014-11-05,168.886,165000000,8.441,169
Johnny & Clyde,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,857553,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",37,en,tt14875820,2023-03-23,168.451,0,4.932,100
Wonka,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",632302312,787699,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",3382,en,tt6166392,2023-12-06,167.247,125000000,7.135,117
The Shawshank Redemption,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",28341469,278,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",26908,en,tt0111161,1994-09-23,165.409,25000000,8.707,142
Mean Girls,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",130161094,10625,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",8643,en,tt0377092,2004-04-30,162.347,17000000,7.212,97
Beautiful Wedding,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1781246,1096342,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",173,en,tt26546123,2024-01-24,160.958,0,5.5,95
No Way Up,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",0,1096197,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",899,en,tt16253418,2024-01-18,160.919,0,6.403,90
Breaking and Re-entering,"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",0,1166073,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",60,zh,tt30698096,2024-02-08,160.799,0,6.225,109
Trigger Warning,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,704673,"[{'id': 28, 'name': 'Action'}]",436,en,tt5834874,2024-06-20,158.995,0,5.837,106
The Fall Guy,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",181035480,746036,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2097,en,tt1684562,2024-04-24,158.98,125000000,7.165,126
Ghostbusters: Frozen Empire,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",201668200,967847,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1359,en,tt21235248,2024-03-20,157.781,100000000,6.63,115
The Nun II,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",269467073,968051,"[{'id': 27, 'name': 'Horror'}]",1975,en,tt10160976,2023-09-06,157.161,38500000,6.8,110
Avatar: The Way of Water,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2320250281,76600,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",11767,en,tt1630029,2022-12-14,156.463,460000000,7.621,192
Road House,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,359410,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2203,en,tt3359350,2024-03-08,156.28,85000000,6.988,121
The Hunger Games: The Ballad of Songbirds & Snakes,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",337371917,695721,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",2613,en,tt10545296,2023-11-15,153.719,100000000,7.083,157
MaXXXine,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",20267069,1023922,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",606,en,tt22048412,2024-07-04,153.277,1000000,6.5,104
Harry Potter and the Goblet of Fire,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",895921036,674,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",20480,en,tt0330373,2005-11-16,153.019,150000000,7.813,157
HAIKYU!! The Dumpster Battle,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",89070263,1012201,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",96,ja,tt30476486,2024-02-16,152.162,5000000,7.13,85
Madame Web,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",100298817,634492,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",1854,en,tt11057302,2024-02-14,151.505,80000000,5.477,116
1992,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2587463,413846,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",12,en,tt4959750,2024-08-29,151.123,0,5.5,96
Lembayung,"[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",0,1164355,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3,id,tt29899715,2024-09-19,150.816,0,6.5,123
It's What's Inside,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1052280,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",68,en,tt14577874,2024-01-19,149.807,0,6.235,103
Monolith,"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",12480,1024721,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",96,en,tt18298588,2023-10-26,148.218,0,5.87,94
The Amazing Spider-Man,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",757930663,1930,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",17199,en,tt0948470,2012-06-23,147.817,215000000,6.706,136
Toy Story 2,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",497375381,863,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",13705,en,tt0120363,1999-10-30,147.374,90000000,7.598,92
In a Violent Nature,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",4258197,1214509,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",195,en,tt30321146,2024-05-31,145.069,600000,5.726,94
#AMFAD: All My Friends Are Dead,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",0,1090323,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",8,en,tt9567458,2024-08-29,144.984,0,6.0,91
Mission: Impossible - Dead Reckoning Part One,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",567535383,575264,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",3698,en,tt9603212,2023-07-08,144.933,291000000,7.549,164
