title,budget,revenue,vote_average,vote_count,release_date,runtime,genres,original_language
BLUE LOCK THE MOVIE -EPISODE NAGI-,0,11201738,7.021,48,2024-04-19,91,"Animation, Action, Drama",ja
Late Night with the Devil,2000000,11902746,7.296,933,2024-03-19,93,Horror,en
The Bad Guys: Haunted Heist,0,0,7.4,34,2024-10-02,25,"Animation, Comedy",en
Tatsulok: Tatlo Magkasalo,0,0,4.0,1,2024-10-11,96,"Drama, Romance",tl
Darkness of Man,5000000,0,6.7,131,2024-05-07,108,Action,en
Cuckoo,7000000,6470705,5.736,123,2024-08-02,103,"Horror, Mystery, Science Fiction",en
Jackpot!,0,0,6.435,509,2024-08-13,107,"Comedy, Science Fiction, Action",en
The Union,0,0,6.271,721,2024-08-15,109,"Action, Comedy",en
Gunner,20000000,0,5.3,85,2024-08-16,90,"Action, Thriller, Crime",en
Harold and the Purple Crayon,40000000,24982787,7.1,148,2024-07-31,90,"Adventure, Family, Fantasy, Comedy",en
The Killer,30000000,0,6.612,254,2024-08-22,126,"Action, Thriller, Crime",en
The Jack in the Box: Rises,0,771460,6.844,112,2024-01-18,92,Horror,en
House of Ga'a,0,0,5.724,78,2024-07-26,120,"Action, History",en
My Spy The Eternal City,0,0,6.663,295,2024-07-18,112,"Action, Comedy",en
It's What's Inside,0,0,6.353,92,2024-01-19,103,"Comedy, Science Fiction, Horror",en
Beverly Hills Cop: Axel F,150000000,0,6.777,1012,2024-06-20,118,"Action, Comedy, Crime",en
The Ministry of Ungentlemanly Warfare,60000000,27450915,7.123,1067,2024-04-18,120,"Action, Comedy, War",en
The Watchers,30000000,51147812,6.491,911,2024-06-06,102,"Horror, Mystery, Thriller",en
The Mouse Trap,800000,5737,4.75,32,2024-08-23,80,"Horror, Thriller, Comedy",en
Trap,30000000,82406909,6.522,1271,2024-07-31,105,"Thriller, Crime, Horror",en
The Lonely Man with the Ghost Machine,0,0,4.2,5,2024-03-23,90,"Science Fiction, Horror, Drama",en
The Beekeeper,35000000,152720535,7.358,2965,2024-01-08,105,"Crime, Action, Adventure, Thriller",en
Ex-Husbands,0,0,6.2,2,2024-06-07,98,"Comedy, Drama",en
Under Paris,0,0,6.018,1126,2024-06-04,104,"Action, Drama, Horror, Thriller",fr
Dune: Part Two,190000000,711844359,8.2,5348,2024-02-27,167,"Science Fiction, Adventure",en
Cinderella's Curse,0,47300,4.979,24,2024-05-31,82,"Horror, Fantasy",en
The Exorcism,22000000,6354317,5.044,214,2024-05-30,96,"Horror, Thriller",en
Tarot,8000000,48027934,6.649,904,2024-05-01,92,Horror,en
Moana 2,0,0,0.0,0,2024-11-27,0,"Animation, Adventure, Family, Comedy",en
Red One,250000000,0,0.0,0,2024-11-06,124,"Comedy, Action, Fantasy",en
Killer Heat,0,0,6.15,110,2024-09-25,97,"Crime, Drama, Romance",en
Watchmen: Chapter I,0,0,7.705,83,2024-08-12,84,"Animation, Drama, Science Fiction",en
The Deliverance,0,0,6.271,343,2024-08-16,112,"Horror, Thriller",en
Trouble,0,0,7.113,40,2024-10-02,98,"Action, Comedy, Crime",sv
The First Omen,30000000,53845880,6.878,842,2024-04-03,119,Horror,en
Back to Black,30000000,47488435,6.719,375,2024-04-11,122,"Music, History, Drama",en
The Instigators,0,11098,6.209,335,2024-08-02,102,"Crime, Comedy, Action",en
Beautiful Wedding,0,1781246,5.5,173,2024-01-24,95,"Romance, Comedy, Drama",en
Paradox Effect,0,0,5.769,39,2024-06-27,0,"Action, Thriller",en
Rez Ball,0,0,6.222,27,2024-09-08,113,Drama,en
Sonic the Hedgehog 3,225000000,0,0.0,0,2024-12-19,0,"Science Fiction, Family, Comedy, Action, Adventure",en
Uglies,0,0,5.986,493,2024-09-12,100,"Science Fiction, Adventure, Action",en
One Fast Move,0,0,6.678,143,2024-08-07,107,"Action, Drama, Romance",en
The Forge,5000000,30631674,6.5,10,2024-08-22,123,"Drama, Family",en
Thelma,5000000,9818454,7.1,122,2024-06-21,98,"Action, Comedy, Adventure",en
The Bench,0,0,0.0,0,2024-06-21,75,Horror,en
Atlas,100000000,0,6.826,1165,2024-05-23,120,"Science Fiction, Action",en
Justice League: Crisis on Infinite Earths Part Two,0,0,7.0,172,2024-04-22,94,"Animation, Science Fiction, Action",en
Something in the Water,0,0,6.026,156,2024-03-22,86,"Thriller, Horror",en
Divorce,0,0,6.4,20,2024-09-25,91,"Comedy, Drama",pl
Winnie-the-Pooh: Blood and Honey 2,415000,7582541,6.4,205,2024-03-26,93,"Horror, Thriller",en
A True Gentleman,0,0,5.462,13,2024-09-25,110,"Romance, Drama",tr
In a Violent Nature,600000,4258197,5.7,196,2024-05-31,94,"Horror, Thriller",en
No Way Up,0,0,6.402,900,2024-01-18,90,"Thriller, Horror, Action",en
The Fall Guy,125000000,181035480,7.163,2103,2024-04-24,126,"Action, Comedy",en
Road House,85000000,0,6.988,2205,2024-03-08,121,"Action, Thriller",en
Madame Web,80000000,100298817,5.477,1854,2024-02-14,116,"Action, Fantasy",en
OVERLORD: The Sacred Kingdom,0,0,10.0,2,2024-09-20,0,"Action, Adventure, Animation, Fantasy",ja
Non Negotiable,0,0,6.034,89,2024-07-25,86,"Action, Thriller, Comedy, Drama",es
Killer Babes,0,0,7.66,25,2024-09-06,95,"Comedy, Crime, Thriller",es
The Wages of Fear,0,0,6.232,427,2024-03-28,107,Action,fr
Untamed Royals,0,0,5.393,61,2024-08-27,99,"Thriller, Crime, Drama",es
MaXXXine,1000000,20267069,6.462,611,2024-07-04,104,"Horror, Crime, Mystery",en
Oddity,0,1265030,6.907,199,2024-07-19,98,"Horror, Mystery",en
Boy Kills World,18000000,3139717,6.856,504,2024-04-24,110,"Crime, Thriller, Action",en
Hellboy: The Crooked Man,0,208004,4.661,28,2024-08-30,100,"Fantasy, Horror, Action, Adventure",en
Immaculate,9000000,28369692,6.307,1093,2024-03-20,89,"Horror, Mystery, Thriller",en
Land of Bad,18000000,6461949,7.29,1078,2024-01-25,113,"Action, War, Thriller",en
Abigail,28000000,42241257,6.8,1082,2024-04-16,109,"Horror, Thriller",en
Drawing Closer,0,0,8.52,99,2024-06-26,119,"Romance, Drama",ja
Unang Tikim,0,0,5.0,2,2024-07-07,99,"Romance, Drama",tl
CTRL,0,0,5.9,16,2024-10-04,99,"Thriller, Drama",hi
Alienoid: The Return to the Future,0,10693858,6.561,602,2024-01-10,122,"Science Fiction, Action, Fantasy, Adventure",ko
The Idea of You,0,36178,7.406,1380,2024-05-02,116,"Romance, Drama, Comedy",en
The Strangers: Chapter 1,8500000,42452206,5.887,335,2024-05-15,92,"Horror, Thriller",en
Hold Your Breath,0,0,6.129,58,2024-09-12,94,"Horror, Thriller, Drama",en
HAIKYU!! The Dumpster Battle,5000000,89070263,7.062,97,2024-02-16,85,"Animation, Drama",ja
Hit Man,8800000,5101673,6.903,872,2024-05-16,116,"Comedy, Romance, Crime",en
Breaking and Re-entering,0,0,6.225,60,2024-02-08,109,"Action, Comedy",zh
#AMFAD: All My Friends Are Dead,0,0,6.0,8,2024-08-29,91,"Horror, Thriller",en
Never Let Go,20000000,13111608,5.817,52,2024-09-18,101,"Horror, Drama",en
May the 12th Be with You,0,0,5.557,45,2024-05-09,5,"Animation, Comedy",en
Fly Me to the Moon,100000000,41613297,6.956,502,2024-07-10,132,"Romance, Comedy",en
Rebel Moon - Part Two: The Scargiver,83000000,0,6.12,1091,2024-04-19,123,"Science Fiction, Action",en
Kalikot,0,0,6.667,9,2024-03-12,49,Drama,tl
Trigger Warning,0,0,5.845,440,2024-06-20,106,Action,en
The Last Kumite,1303000,65000000,6.781,98,2024-05-09,105,Action,en
Mission: Cross,0,0,6.892,102,2024-08-05,100,"Action, Comedy, Adventure",ko
Megamind vs. the Doom Syndicate,0,0,4.8,132,2024-03-29,83,"Animation, Comedy, Science Fiction",en
V/H/S/Beyond,0,0,6.37,46,2024-09-20,114,"Horror, Science Fiction, Thriller",en
Crescent City,0,0,6.0,39,2024-08-16,103,"Crime, Thriller, Mystery",en
Your Fault,0,0,0.0,0,2024-12-26,0,"Drama, Romance",es
Chief of Station,0,0,6.211,123,2024-05-02,93,"Action, Thriller",en
Little Bites,0,0,6.0,6,2024-10-04,106,Horror,en
Megalopolis,120000000,8690189,5.18,125,2024-09-25,138,"Science Fiction, Drama",en
Breathe,0,0,5.113,111,2024-04-04,93,"Action, Science Fiction, Mystery, Thriller",en
Attack of the Meth Gator,0,0,5.1,15,2024-09-05,85,"Horror, Science Fiction, Action",en
Kleks Academy,0,15348026,6.142,135,2024-01-05,130,"Fantasy, Adventure, Family",pl
Baki Hanma VS Kengan Ashura,0,0,7.664,256,2024-06-05,60,"Animation, Action",ja
The Killer's Game,30000000,5090881,6.091,33,2024-09-12,104,"Action, Comedy, Crime",en
A Family Affair,0,0,5.8,502,2024-06-27,114,"Romance, Comedy",en
City Hunter,0,0,6.554,176,2024-04-24,105,Action,ja
She Taught Love,0,0,4.2,5,2024-09-27,102,"Romance, Drama",en
Monkey Man,10000000,34578510,7.005,851,2024-04-03,121,"Action, Thriller",en
Kraven the Hunter,0,0,0.0,0,2024-12-11,0,"Action, Adventure, Thriller",en
We Live in Time,0,0,8.0,1,2024-10-10,108,"Drama, Romance",en
Sting,0,1090798,6.311,212,2024-04-12,92,Horror,en
Damsel,60000000,5000,7.07,2091,2024-03-07,107,"Fantasy, Action, Adventure",en
1992,0,2587463,5.5,12,2024-08-29,96,"Crime, Thriller",en
Ghostbusters: Frozen Empire,100000000,201668200,6.629,1361,2024-03-20,115,"Fantasy, Adventure, Comedy",en
The Radleys,0,0,5.438,8,2024-10-04,115,"Comedy, Horror, Thriller",en
Dìdi (弟弟),0,5067608,7.245,51,2024-07-26,94,"Comedy, Drama",en
Mufasa: The Lion King,0,0,0.0,0,2024-12-18,0,"Adventure, Family, Drama",en
The Count of Monte-Cristo,46700000,65594097,8.4,585,2024-06-28,178,"Adventure, History, Action, Drama, Romance, Thriller",fr
House of Spoils,0,0,5.487,39,2024-09-21,101,"Horror, Thriller",en
Technoboys,0,0,6.635,26,2024-09-05,109,"Comedy, Music",es
The King Tide,0,0,7.066,53,2024-04-26,103,"Thriller, Mystery, Fantasy",en
Succubus,0,0,5.094,16,2024-04-11,96,"Horror, Thriller",ru
Through My Window 3: Looking at You,0,0,6.918,507,2024-02-23,105,"Romance, Drama, Comedy",es
Lembayung,0,0,6.5,3,2024-09-19,123,"Horror, Thriller",id
Doraemon the Movie: Nobita's Earth Symphony,0,32759618,7.286,7,2024-03-01,115,"Family, Animation, Music, Fantasy, Adventure, Comedy, Drama",ja
Handling the Undead,0,105046,6.3,82,2024-02-09,98,"Horror, Drama, Mystery",no
The Apprentice,16000000,0,5.5,1,2024-10-09,123,"Drama, History",en
Mothers' Instinct,0,2681023,6.938,312,2024-01-11,94,"Thriller, Drama",en
Justice League: Crisis on Infinite Earths Part One,70000000,0,7.6,287,2024-01-08,93,"Animation, Science Fiction, Action",en
The Tearsmith,7000000,0,6.534,738,2024-04-03,106,"Romance, Drama",it
Autumn and the Black Jaguar,0,0,6.638,87,2024-02-01,100,"Adventure, Family",fr
Demonte Colony 2,0,0,5.9,5,2024-08-15,145,"Horror, Thriller",ta
GATAO: Like Father Like Son,0,0,0.0,0,2024-08-16,131,"Crime, Action",zh
Oomuro-ke: Dear Friends,0,0,7.9,5,2024-06-21,44,"Animation, Comedy",ja
The Beast Within,0,51860,6.186,70,2024-07-22,97,"Horror, Drama, Thriller",en
Arthur the King,19000000,34339848,7.827,594,2024-03-15,107,"Adventure, Drama",en
Kinds of Kindness,15000000,15838084,6.623,657,2024-05-30,164,"Drama, Comedy",en
Sumala,0,0,5.8,2,2024-09-26,113,"Horror, Thriller",id
My Hero Academia: You're Next,0,22955906,6.375,8,2024-08-02,110,"Animation, Action, Adventure, Science Fiction",ja
Smile 2,0,0,0.0,0,2024-10-16,127,"Horror, Mystery",en
Challengers,55000000,94182533,7.128,1401,2024-04-18,132,"Romance, Drama",en
Jailbreak: Love on the Run,0,0,6.929,7,2024-09-24,89,"Documentary, Crime",en
No Voltees,0,0,6.0,2,2024-09-20,95,Horror,es
Azrael,12000000,0,5.35,20,2024-09-27,86,"Action, Horror, Thriller",en
Sleeping Dogs,0,0,7.225,280,2024-03-21,112,"Mystery, Thriller, Crime, Drama",en
The Night They Came Home,0,0,6.069,29,2024-01-12,105,"Western, Thriller, Action",en
Devara: Part 1,24000000,42000000,7.0,3,2024-09-26,175,"Action, Drama",te
Exhuma,0,97225691,7.64,342,2024-02-22,134,"Mystery, Horror, Thriller",ko
You Gotta Believe,0,1369201,6.182,11,2024-08-30,104,"Family, Drama",en
Woody Woodpecker Goes to Camp,15000000,0,6.517,150,2024-04-12,101,"Family, Comedy, Animation",en
Faro,2693375,0,0.0,0,2024-01-26,97,"Horror, Thriller, Drama",es
La reina del convento,0,0,0.0,0,2024-02-02,80,Comedy,es
Slingshot,0,0,6.225,69,2024-08-30,109,"Science Fiction, Thriller",en
Dange,0,0,5.7,3,2024-03-01,150,"Action, Drama, Thriller",hi
Before Dawn,0,0,7.0,21,2024-04-04,101,"War, Drama, History",en
Bedspacer,0,0,3.9,8,2024-01-05,106,"Thriller, Drama",tl
Lift,0,0,6.509,1170,2024-01-10,107,"Action, Comedy, Crime",en
Sixty Minutes,0,0,6.759,549,2024-01-19,89,Action,de
Bionic,0,0,5.986,139,2024-05-28,110,"Science Fiction, Action, Adventure",pt
I Saw the TV Glow,10000000,5370840,5.946,252,2024-05-03,100,"Drama, Horror",en
Goyo,0,0,6.818,55,2024-06-27,108,"Drama, Romance, Comedy",es
The Infallibles,0,0,6.343,83,2024-06-20,99,"Comedy, Action",fr
Ultraman: Rising,0,0,8.371,251,2024-06-14,117,"Animation, Science Fiction, Family, Action",en
Someone Like You,0,5937306,6.425,20,2024-04-02,118,"Romance, Drama",en
Gladiator II,310000000,0,0.0,0,2024-11-13,148,"Action, Adventure",en
Tyler Perry's Divorce in the Black,0,0,7.156,45,2024-07-11,121,"Drama, Thriller",en
Night Swim,15000000,54075969,5.7,570,2024-01-03,98,Horror,en
Between the Temples,0,2113603,5.1,7,2024-08-22,111,"Comedy, Drama",en
The Painter,0,0,6.3,110,2024-01-05,100,"Action, Thriller",en
Thelma the Unicorn,0,0,7.104,149,2024-05-17,98,"Animation, Fantasy, Family",en
The Menendez Brothers,0,0,7.4,16,2024-10-07,116,"Documentary, Crime",en
Case Closed: The Million-Dollar Pentagram,0,107860423,6.526,19,2024-04-12,110,"Animation, Crime, Mystery, Action",ja
El Candidato Honesto,0,0,6.984,31,2024-08-08,95,Comedy,es
The Lord of the Rings: The War of the Rohirrim,0,0,0.0,0,2024-12-11,130,"Animation, Fantasy, Action",en
We Are Zombies,0,0,5.576,33,2024-07-17,80,"Horror, Comedy, Thriller",en
Stranger in the Woods,0,0,6.225,89,2024-02-14,82,"Horror, Thriller",en
One More Shot,0,0,6.506,233,2024-01-09,102,"Action, Thriller",en
Horizon: An American Saga - Chapter 1,50000000,33965486,6.998,280,2024-06-26,182,"Western, Drama",en
Damaged,0,0,5.741,195,2024-04-12,98,"Action, Drama, Thriller, Crime",en
New Life,0,0,6.1,62,2024-05-03,84,"Horror, Thriller, Mystery, Science Fiction",en
No Time to Spy: A Loud House Movie,0,0,6.941,34,2024-06-21,81,"Animation, Action, Adventure, Comedy, Family",en
His Three Daughters,0,0,7.005,98,2024-09-05,104,"Drama, Comedy",en
Badland Hunters,0,0,6.7,683,2024-01-25,107,"Science Fiction, Action",ko
Daddio,0,1045422,6.3,64,2024-06-27,100,Drama,en
Love Lies Bleeding,10000000,12768921,6.5,525,2024-03-07,104,"Crime, Romance, Thriller",en
The Bikeriders,40000000,35625207,6.852,579,2024-06-19,116,"Crime, Drama",en
Incoming,0,0,6.159,205,2024-08-22,92,Comedy,en
The Thundermans Return,0,0,7.066,181,2024-03-07,70,"Family, Science Fiction, Action, Comedy",en
Heart of the Hunter,0,0,5.952,104,2024-03-28,108,Action,en
Mother of the Bride,0,0,5.964,264,2024-05-08,90,"Romance, Comedy",en
The Air He Breathes,0,0,6.0,2,2024-08-22,106,"Drama, Romance",en
Ezra,5000000,3046741,6.9,33,2024-05-30,100,"Comedy, Drama",en
The Casagrandes Movie,0,0,7.25,36,2024-03-21,86,"Animation, Comedy, Family",en
Vanished into the Night,0,0,5.421,127,2024-07-10,93,"Thriller, Mystery, Drama",it
Golden Kamuy,0,0,6.788,52,2024-01-19,129,"Action, Adventure, Comedy",ja
Orion and the Dark,0,0,6.577,472,2024-02-01,90,"Animation, Family, Comedy, Fantasy",en
Mean Girls,36000000,104573204,6.0,509,2024-01-10,113,Comedy,en
Miller's Girl,4000000,1430985,6.648,573,2024-01-18,93,"Thriller, Comedy, Drama",en
Upgraded,0,0,7.26,780,2024-02-07,105,"Romance, Comedy",en
Boneyard,0,0,5.421,57,2024-07-05,96,"Action, Thriller",en
The Chronicles of Libidoists,0,0,4.3,3,2024-06-28,105,Drama,zh
Code 8 Part II,0,0,6.418,537,2024-02-27,101,"Science Fiction, Action, Crime",en
Odio el verano,0,0,6.5,2,2024-08-23,0,Comedy,es
The Last Breath,30000,273650,6.565,62,2024-06-28,96,"Thriller, Horror",en
Longing,0,0,6.8,9,2024-06-07,111,"Comedy, Drama",en
Rebuilding Coraline,0,0,7.8,5,2024-08-15,11,Documentary,en
Me And My Cousin,0,0,0.0,0,2024-01-04,0,,ar
Stree 2,5962570,35775420,6.8,28,2024-08-15,143,"Horror, Comedy",hi
Dead Sea,0,0,6.673,136,2024-07-26,88,"Thriller, Horror",en
Katt Williams: Woke Foke,0,0,5.962,13,2024-05-04,60,"Comedy, Documentary, TV Movie",en
White Snake: Afloat,0,0,8.0,5,2024-07-30,133,"Animation, Romance, Comedy, Fantasy",zh
Halinghing,0,0,0.0,0,2024-10-18,0,,tl
Argylle,200000000,96175599,6.115,1240,2024-01-31,139,"Action, Adventure, Comedy",en
The Wasp,0,0,6.182,22,2024-08-29,96,"Thriller, Drama",en
Apocalipsis Z: El principio del fin,0,0,0.0,0,2024-10-31,117,"Action, Adventure, Thriller",es
How to Make Millions Before Grandma Dies,0,27000000,7.9,50,2024-04-04,125,Drama,th
V de Víctor,0,168579,7.235,17,2024-05-16,102,Comedy,es
Wild Eyed and Wicked,0,0,5.063,16,2024-06-11,99,"Horror, Fantasy, Drama, Mystery, Thriller",en
Sector 36,0,0,7.1,38,2024-08-18,124,"Crime, Thriller, Drama",hi
Missing,0,0,5.0,4,2024-05-17,119,Drama,ja
Do You See What I See,0,0,6.692,13,2024-05-16,109,"Drama, Horror, Thriller",id
Cabrini,50000000,20446260,7.662,65,2024-03-07,142,"History, Drama",en
Am I OK?,0,0,6.432,191,2024-06-11,86,"Comedy, Romance, Drama",en
My Penguin Friend,0,2756776,8.1,21,2024-08-07,98,"Family, Drama, Adventure",en
Underdog,0,0,8.538,26,2024-04-25,98,"Drama, Action, Thriller",es
Welcome to Paradise,0,0,0.0,0,2024-03-28,91,"Comedy, Romance",es
Boboda,0,0,2.0,1,2024-09-01,0,Comedy,es
Noah's Ark,0,2162345,6.805,87,2024-01-05,96,"Animation, Music, Comedy, Fantasy, Family",pt
Imaginary,13000000,39010693,6.096,454,2024-03-06,104,"Horror, Mystery, Thriller",en
Anora,0,0,0.0,0,2024-10-14,139,"Comedy, Drama, Romance",en
Free Falling,0,0,6.3,6,2024-05-17,89,"Thriller, Drama",es
Babes,3700000,3663309,5.783,30,2024-05-17,104,Comedy,en
Wicked Little Letters,12600000,26623569,7.0,294,2024-02-23,100,"Comedy, Drama, Mystery",en
Weeding Night,0,0,7.3,77,2024-03-07,90,"Comedy, Romance",es
Survive,5270000,0,3.8,11,2024-06-19,90,"Adventure, Thriller, Action, Science Fiction",fr
Nice Girls,0,0,5.231,54,2024-08-20,92,"Comedy, Crime, Action",fr
#Blue_Whale,0,0,6.315,65,2024-01-11,95,"Thriller, Horror, Drama",ru
Shastri,0,0,0.0,0,2024-10-08,115,Drama,bn
Hell Hole,1000000,0,5.4,25,2024-07-29,92,"Horror, Science Fiction",en
Baby Shark's Big Movie,0,0,6.727,33,2024-02-07,83,"Animation, Family, Adventure, Comedy",en
Weekend in Taipei,0,0,4.9,8,2024-09-19,101,"Action, Adventure, Thriller",en
Find Me Falling,0,0,6.734,109,2024-07-18,94,"Romance, Comedy, Music",en
Uranus 2324,0,0,6.033,15,2024-07-04,148,"Romance, Drama, Science Fiction",th
Tuesday,0,637590,6.96,50,2024-06-07,111,"Drama, Fantasy",en
Art of Love,0,0,6.476,125,2024-03-13,99,"Romance, Action, Drama",tr
Amigos Sem Compromisso,0,0,6.5,4,2024-08-02,106,"Comedy, Romance",pt
Emilia Pérez,26885000,6645879,7.992,178,2024-08-21,132,"Drama, Thriller",fr
Mother of Tears,0,0,0.0,0,2024-05-11,100,Drama,zh
The Roundup: Punishment,0,0,6.8,63,2024-04-24,109,"Crime, Action, Drama",ko
La Familia del Barrio: La Película,0,0,7.9,34,2024-06-28,78,"Comedy, Animation, History, Science Fiction",es
Memoir Seorang Guru,0,0,0.0,0,2024-05-30,120,"Drama, History",ms
Maharaja,0,0,8.15,80,2024-06-14,141,"Action, Thriller",ta
Crossing,0,146436,7.7,25,2024-03-22,106,Drama,ka
Wicked,145000000,0,0.0,0,2024-11-20,160,"Drama, Fantasy, Romance",en
Spin the Bottle,0,0,3.9,6,2024-10-03,124,Horror,en
